date,close
2023-07-25,1.0
2023-07-28,0.9993
2023-08-04,0.9968
2023-08-11,0.9956
2023-08-18,0.9939
2023-08-25,0.993
2023-09-01,0.9953
2023-09-08,0.9916
2023-09-15,0.9942
2023-09-22,0.9929
2023-09-25,0.9932
2023-09-26,0.9922
2023-09-27,0.9928
2023-09-28,0.9922
2023-10-09,0.9924
2023-10-10,0.9919
2023-10-11,0.994
2023-10-12,0.9946
2023-10-13,0.9928
2023-10-16,0.9913
2023-10-17,0.9911
2023-10-18,0.989
2023-10-19,0.9871
2023-10-20,0.9854
2023-10-23,0.9847
2023-10-24,0.9847
2023-10-25,0.9847
2023-10-26,0.9854
2023-10-27,0.9888
2023-10-30,0.9913
2023-10-31,0.9903
2023-11-01,0.9897
2023-11-02,0.9893
2023-11-03,0.9914
2023-11-06,0.9949
2023-11-07,0.9935
2023-11-08,0.9929
2023-11-09,0.9917
2023-11-10,0.9904
2023-11-13,0.9909
2023-11-14,0.9905
2023-11-15,0.9927
2023-11-16,0.991
2023-11-17,0.9918
2023-11-20,0.9927
2023-11-21,0.9918
2023-11-22,0.9901
2023-11-23,0.9917
2023-11-24,0.9898
2023-11-27,0.9907
2023-11-28,0.9915
2023-11-29,0.99
2023-11-30,0.9911
2023-12-01,0.9896
2023-12-04,0.9882
2023-12-05,0.9858
2023-12-06,0.9855
2023-12-07,0.9846
2023-12-08,0.9848
2023-12-11,0.9852
2023-12-12,0.9857
2023-12-13,0.9832
2023-12-14,0.9846
2023-12-15,0.9841
2023-12-18,0.9822
2023-12-19,0.9816
2023-12-20,0.9804
2023-12-21,0.9812
2023-12-22,0.9785
2023-12-25,0.9788
2023-12-26,0.978
2023-12-27,0.9809
2023-12-28,0.9846
2023-12-29,0.9858
2023-12-31,0.9858
2024-01-02,0.9836
2024-01-03,0.9819
2024-01-04,0.9803
2024-01-05,0.9779
2024-01-08,0.9752
2024-01-09,0.9761
2024-01-10,0.9756
2024-01-11,0.9766
2024-01-12,0.9757
2024-01-15,0.9763
2024-01-16,0.9753
2024-01-17,0.9681
2024-01-18,0.9698
2024-01-19,0.9671
2024-01-22,0.9624
2024-01-23,0.9639
2024-01-24,0.967
2024-01-25,0.9703
2024-01-26,0.9674
2024-01-29,0.9656
2024-01-30,0.9616
2024-01-31,0.9595
2024-02-01,0.9597
2024-02-02,0.9581
2024-02-05,0.9567
2024-02-06,0.9652
2024-02-07,0.9684
2024-02-08,0.9702
2024-02-19,0.9722
2024-02-20,0.9733
2024-02-21,0.9755
2024-02-22,0.9774
2024-02-23,0.9783
2024-02-26,0.9777
2024-02-27,0.9808
2024-02-28,0.9773
2024-02-29,0.9799
2024-03-01,0.9813
2024-03-04,0.9828
2024-03-05,0.9804
2024-03-06,0.9809
2024-03-07,0.9789
2024-03-08,0.9807
2024-03-11,0.9848
2024-03-12,0.9866
2024-03-13,0.9883
2024-03-14,0.9886
2024-03-15,0.9896
2024-03-18,0.9918
2024-03-19,0.9885
2024-03-20,0.9893
2024-03-21,0.9899
2024-03-22,0.986
2024-03-25,0.9863
2024-03-26,0.9858
2024-03-27,0.985
2024-03-28,0.9878
2024-03-29,0.9894
2024-04-01,0.9918
2024-04-02,0.9922
2024-04-03,0.9927
2024-04-08,0.9927
2024-04-09,0.9949
2024-04-10,0.9948
2024-04-11,0.9955
2024-04-12,0.9963
2024-04-15,0.994
2024-04-16,0.9888
2024-04-17,0.9908
2024-04-18,0.9913
2024-04-19,0.9897
2024-04-22,0.9906
2024-04-23,0.9931
2024-04-24,0.9966
2024-04-25,0.9981
2024-04-26,1.0023
2024-04-29,1.0033
2024-04-30,1.0014
2024-05-06,1.0104
2024-05-07,1.0098
2024-05-08,1.0094
2024-05-09,1.0131
2024-05-10,1.0147
2024-05-13,1.0125
2024-05-14,1.0129
2024-05-15,1.0125
2024-05-16,1.0137
2024-05-17,1.0149
2024-05-20,1.018
2024-05-21,1.013
2024-05-22,1.012
2024-05-23,1.0087
2024-05-24,1.0025
2024-05-27,1.0042
2024-05-28,1.0037
2024-05-29,1.0012
2024-05-30,0.9991
2024-05-31,1.0026
2024-06-03,1.0022
2024-06-04,1.0064
2024-06-05,1.0059
2024-06-06,1.0065
2024-06-07,1.0051
2024-06-11,1.0045
2024-06-12,1.0029
2024-06-13,1.0038
2024-06-14,1.0038
2024-06-17,1.0046
2024-06-18,1.0031
2024-06-19,1.0039
2024-06-20,1.0027
2024-06-21,1.0014
2024-06-24,0.9989
2024-06-25,0.9976
2024-06-26,1.0002
2024-06-27,0.9963
2024-06-28,0.9946
2024-06-30,0.9946
2024-07-01,0.9949
2024-07-02,0.9929
2024-07-03,0.9946
2024-07-04,0.994
2024-07-05,0.9973
2024-07-08,0.9931
2024-07-09,0.992
2024-07-10,0.9915
2024-07-11,0.9963
2024-07-12,0.9973
2024-07-15,0.9959
2024-07-16,0.9975
2024-07-17,0.9995
2024-07-18,1.0007
2024-07-19,0.9988
2024-07-22,0.9998
2024-07-23,0.9931
2024-07-24,0.9909
2024-07-25,0.9868
2024-07-26,0.9882
2024-07-29,0.9862
2024-07-30,0.9863
2024-07-31,0.9949
2024-08-01,0.9943
2024-08-02,0.9927
2024-08-05,0.9919
2024-08-06,0.9916
2024-08-07,0.9905
2024-08-08,0.9907
2024-08-09,0.9912
2024-08-12,0.991
2024-08-13,0.9911
2024-08-14,0.9886
2024-08-15,0.99
2024-08-16,0.9902
2024-08-19,0.9921
2024-08-20,0.9907
2024-08-21,0.9917
2024-08-22,0.9908
2024-08-23,0.9887
2024-08-26,0.9891
2024-08-27,0.9886
2024-08-28,0.9863
2024-08-29,0.9884
2024-08-30,0.9898
2024-09-02,0.986
2024-09-03,0.9871
2024-09-04,0.9864
2024-09-05,0.988
2024-09-06,0.9871
2024-09-09,0.9848
2024-09-10,0.9857
2024-09-11,0.9885
2024-09-12,0.9879
2024-09-13,0.9884
2024-09-18,0.9894
2024-09-19,0.9901
2024-09-20,0.9893
2024-09-23,0.9887
2024-09-24,0.9963
2024-09-25,0.9983
2024-09-26,1.0088
2024-09-27,1.0197
2024-09-30,1.0382
2024-10-08,1.0583
2024-10-09,1.0486
2024-10-10,1.0508
2024-10-11,1.0484
2024-10-14,1.0496
2024-10-15,1.0425
2024-10-16,1.0432
2024-10-17,1.0405
2024-10-18,1.0505
2024-10-21,1.0496
2024-10-22,1.0508
2024-10-23,1.0535
2024-10-24,1.0503
2024-10-25,1.0532
2024-10-28,1.054
2024-10-29,1.0513
2024-10-30,1.0492
2024-10-31,1.047
2024-11-01,1.0486
2024-11-04,1.0528
2024-11-05,1.0554
2024-11-06,1.0523
2024-11-07,1.0544
2024-11-08,1.0535
2024-11-11,1.0542
2024-11-12,1.0527
2024-11-13,1.0522
2024-11-14,1.0487
2024-11-15,1.0461
2024-11-18,1.0428
2024-11-19,1.0455
2024-11-20,1.0504
2024-11-21,1.0494
2024-11-22,1.0428
2024-11-25,1.0429
2024-11-26,1.0431
2024-11-27,1.0492
2024-11-28,1.0453
2024-11-29,1.0478
2024-12-02,1.0506
2024-12-03,1.0517
2024-12-04,1.0488
2024-12-05,1.0475
2024-12-06,1.051
2024-12-09,1.0543
2024-12-10,1.0547
2024-12-11,1.0561
2024-12-12,1.0588
2024-12-13,1.0544
2024-12-16,1.0516
2024-12-17,1.0503
2024-12-18,1.0506
2024-12-19,1.0499
2024-12-20,1.0486
2024-12-23,1.0489
2024-12-24,1.051
2024-12-25,1.0503
2024-12-26,1.0497
2024-12-27,1.0491
2024-12-30,1.0498
2024-12-31,1.0498
2025-01-02,1.0472
2025-01-03,1.0468
2025-01-06,1.0466
2025-01-07,1.0438
2025-01-08,1.0417
2025-01-09,1.041
2025-01-10,1.0389
2025-01-13,1.0394
2025-01-14,1.0437
2025-01-15,1.0409
2025-01-16,1.0418
2025-01-17,1.0431
2025-01-20,1.0444
2025-01-21,1.0449
2025-01-22,1.0444
2025-01-23,1.0432
2025-01-24,1.045
2025-01-27,1.045
2025-02-05,1.0459
2025-02-06,1.0492
2025-02-07,1.0517
2025-02-10,1.0531
2025-02-11,1.0511
2025-02-12,1.0518
2025-02-13,1.0518
