date,close
2025-01-20,1.0
2025-01-24,0.9906
2025-01-27,0.9934
2025-02-05,0.9851
2025-02-06,0.995
2025-02-07,0.9959
2025-02-10,0.9992
2025-02-11,1.0021
2025-02-12,1.0134
2025-02-13,1.0039
2025-02-14,1.0178
2025-02-17,1.0202
2025-02-18,1.023
2025-02-19,1.0179
2025-02-20,1.0129
2025-02-21,1.0263
2025-02-24,1.0177
2025-02-25,1.0053
2025-02-26,1.0075
2025-02-27,1.0053
2025-02-28,0.9933
2025-03-03,0.9951
2025-03-04,0.9885
2025-03-05,1.0033
2025-03-06,1.0082
2025-03-07,1.0147
2025-03-10,1.0138
2025-03-11,1.0155
2025-03-12,1.0146
2025-03-13,1.0194
2025-03-14,1.0247
2025-03-17,1.03
2025-03-18,1.0412
2025-03-19,1.0365
2025-03-20,1.032
2025-03-21,1.0225
2025-03-24,1.0272
2025-03-25,1.0182
2025-03-26,1.0135
2025-03-27,1.0203
2025-03-28,1.0132
2025-03-31,1.0105
2025-04-01,1.0224
2025-04-02,1.0257
2025-04-03,1.0174
2025-04-07,0.9179
2025-04-08,0.9389
2025-04-09,0.9403
2025-04-10,0.954
2025-04-11,0.9617
2025-04-14,0.978
2025-04-15,0.9817
2025-04-16,0.9768
2025-04-17,0.9798
2025-04-18,0.9792
2025-04-21,0.9792
2025-04-22,0.9818
2025-04-23,0.9822
2025-04-24,0.9779
2025-04-25,0.9772
2025-04-28,0.9794
2025-04-29,0.9751
2025-04-30,0.9769
2025-05-06,0.9876
2025-05-07,0.9957
2025-05-08,0.9954
2025-05-09,1.0006
2025-05-12,1.0242
2025-05-13,1.0172
2025-05-14,1.0337
2025-05-15,1.0302
2025-05-16,1.0267
2025-05-19,1.0343
2025-05-20,1.0465
2025-05-21,1.0558
2025-05-22,1.0485
2025-05-23,1.0535
2025-05-26,1.0553
2025-05-27,1.058
2025-05-28,1.0629
2025-05-29,1.0646
2025-05-30,1.055
2025-06-03,1.0569
2025-06-04,1.0595
2025-06-05,1.0593
2025-06-06,1.0626
2025-06-09,1.0676
2025-06-10,1.0753
2025-06-11,1.0872
2025-06-12,1.0802
2025-06-13,1.093
2025-06-16,1.0941
2025-06-17,1.0902
2025-06-18,1.0829
2025-06-19,1.0648
2025-06-20,1.0682
2025-06-23,1.0727
2025-06-24,1.0735
2025-06-25,1.0738
2025-06-26,1.0684
2025-06-27,1.067
2025-06-30,1.0641
2025-07-01,1.0634
2025-07-02,1.0747
2025-07-03,1.0771
2025-07-04,1.0752
2025-07-07,1.0725
2025-07-08,1.0715
2025-07-09,1.0729
2025-07-10,1.0815
2025-07-11,1.0853
2025-07-14,1.0986
2025-07-15,1.1006
2025-07-16,1.1005
2025-07-17,1.0917
2025-07-18,1.1016
2025-07-21,1.1236
2025-07-22,1.1405
2025-07-23,1.1417
2025-07-24,1.1473
2025-07-25,1.1454
2025-07-28,1.1366
2025-07-29,1.141
2025-07-30,1.15
2025-07-31,1.1298
2025-08-01,1.1143
2025-08-04,1.1149
2025-08-05,1.1204
2025-08-06,1.1288
2025-08-07,1.1356
2025-08-08,1.1396
2025-08-11,1.1407
2025-08-12,1.1541
2025-08-13,1.1591
2025-08-14,1.1526
2025-08-15,1.15
2025-08-18,1.1417
2025-08-19,1.1408
2025-08-20,1.1437
2025-08-21,1.1493
2025-08-22,1.1434
2025-08-25,1.1488
2025-08-26,1.1427
2025-08-27,1.1277
2025-08-28,1.1328
2025-08-29,1.1259
2025-09-01,1.1292
2025-09-02,1.1259
2025-09-03,1.1223
2025-09-04,1.1144
2025-09-05,1.1253
2025-09-08,1.1357
2025-09-09,1.1366
2025-09-10,1.1457
