date,open,high,low,close,volume,etf_name
2020-01-02,4.04,4.14,4.02,4.08,8103196,京东方A
2020-01-03,4.09,4.23,4.06,4.2,9945406,京东方A
2020-01-06,4.14,4.27,4.1,4.18,9472785,京东方A
2020-01-07,4.2,4.24,4.12,4.15,6537647,京东方A
2020-01-08,4.29,4.6,4.26,4.43,21827493,京东方A
2020-01-09,4.53,4.59,4.4,4.47,10964085,京东方A
2020-01-10,4.5,4.52,4.35,4.42,7030938,京东方A
2020-01-13,4.41,4.42,4.29,4.41,7864806,京东方A
2020-01-14,4.39,4.49,4.36,4.43,7731662,京东方A
2020-01-15,4.4,4.4,4.29,4.35,7156022,京东方A
2020-01-16,4.37,4.4,4.31,4.36,4873499,京东方A
2020-01-17,4.37,4.38,4.28,4.3,4917508,京东方A
2020-01-20,4.28,4.47,4.26,4.45,8896416,京东方A
2020-01-21,4.47,4.5,4.4,4.44,8031574,京东方A
2020-01-22,4.44,4.45,4.22,4.39,8895725,京东方A
2020-01-23,4.28,4.43,4.08,4.19,10682195,京东方A
2020-02-03,3.72,3.72,3.72,3.72,1544089,京东方A
2020-02-04,3.5,3.92,3.5,3.88,14891457,京东方A
2020-02-05,3.86,4.03,3.84,3.89,10674128,京东方A
2020-02-06,3.87,4.17,3.8,4.14,13497898,京东方A
2020-02-07,4.12,4.17,4.04,4.13,8303381,京东方A
2020-02-10,4.07,4.32,4.05,4.22,8637978,京东方A
2020-02-11,4.2,4.28,4.16,4.22,6862059,京东方A
2020-02-12,4.18,4.24,4.13,4.23,7061654,京东方A
2020-02-13,4.21,4.27,4.14,4.19,7770057,京东方A
2020-02-14,4.17,4.23,4.11,4.15,7186887,京东方A
2020-02-17,4.15,4.41,4.14,4.38,13089463,京东方A
2020-02-18,4.39,4.58,4.35,4.53,15786928,京东方A
2020-02-19,4.56,4.6,4.43,4.43,10543389,京东方A
2020-02-20,4.48,4.87,4.43,4.81,20172162,京东方A
2020-02-21,4.92,5.12,4.81,4.82,19183247,京东方A
2020-02-24,4.96,5.24,4.89,5.22,19603493,京东方A
2020-02-25,5.07,5.32,4.91,5.3,20402615,京东方A
2020-02-26,5.15,5.19,4.74,4.84,20221779,京东方A
2020-02-27,4.86,4.94,4.72,4.76,10600136,京东方A
2020-02-28,4.47,4.56,4.32,4.37,18696430,京东方A
2020-03-02,4.47,4.64,4.41,4.55,15740903,京东方A
2020-03-03,4.66,4.78,4.49,4.56,14714587,京东方A
2020-03-04,4.47,4.53,4.32,4.49,11357654,京东方A
2020-03-05,4.62,4.66,4.51,4.57,9258229,京东方A
2020-03-06,4.49,4.75,4.45,4.63,11874139,京东方A
2020-03-09,4.47,4.52,4.34,4.37,12326500,京东方A
2020-03-10,4.28,4.5,4.24,4.5,12414668,京东方A
2020-03-11,4.51,4.52,4.34,4.35,9709688,京东方A
2020-03-12,4.21,4.25,4.0,4.08,13460761,京东方A
2020-03-13,3.77,4.07,3.7,3.96,13116606,京东方A
2020-03-16,3.97,3.97,3.59,3.62,13399069,京东方A
2020-03-17,3.66,3.77,3.53,3.72,11631372,京东方A
2020-03-18,3.74,3.82,3.58,3.6,9650096,京东方A
2020-03-19,3.6,3.7,3.48,3.65,11211112,京东方A
2020-03-20,3.7,3.71,3.56,3.67,8785839,京东方A
2020-03-23,3.48,3.54,3.34,3.41,11876671,京东方A
2020-03-24,3.49,3.5,3.28,3.42,9250284,京东方A
2020-03-25,3.5,3.55,3.46,3.52,9448233,京东方A
2020-03-26,3.49,3.5,3.41,3.42,6600273,京东方A
2020-03-27,3.48,3.5,3.42,3.42,5334972,京东方A
2020-03-30,3.29,3.3,3.15,3.23,9683080,京东方A
2020-03-31,3.27,3.28,3.17,3.18,6146180,京东方A
2020-04-01,3.17,3.37,3.15,3.27,10326289,京东方A
2020-04-02,3.23,3.37,3.21,3.37,8141946,京东方A
2020-04-03,3.35,3.36,3.27,3.29,5478330,京东方A
2020-04-07,3.39,3.43,3.35,3.41,7362662,京东方A
2020-04-08,3.37,3.44,3.37,3.41,5210529,京东方A
2020-04-09,3.43,3.44,3.39,3.39,3682357,京东方A
2020-04-10,3.38,3.39,3.26,3.27,5518801,京东方A
2020-04-13,3.24,3.25,3.2,3.21,2970998,京东方A
2020-04-14,3.23,3.31,3.22,3.31,3780655,京东方A
2020-04-15,3.31,3.36,3.28,3.31,4888596,京东方A
2020-04-16,3.27,3.32,3.23,3.28,3742236,京东方A
2020-04-17,3.32,3.43,3.32,3.36,7896785,京东方A
2020-04-20,3.35,3.35,3.25,3.32,5767184,京东方A
2020-04-21,3.29,3.29,3.23,3.27,4209314,京东方A
2020-04-22,3.24,3.29,3.22,3.28,3272532,京东方A
2020-04-23,3.3,3.3,3.23,3.24,3377467,京东方A
2020-04-24,3.23,3.26,3.15,3.17,5217181,京东方A
2020-04-27,3.17,3.2,3.13,3.14,3703908,京东方A
2020-04-28,3.11,3.12,2.82,3.01,9281375,京东方A
2020-04-29,2.98,3.1,2.95,3.04,5059441,京东方A
2020-04-30,3.07,3.26,3.06,3.23,9068286,京东方A
2020-05-06,3.17,3.3,3.15,3.29,7698712,京东方A
2020-05-07,3.31,3.34,3.23,3.24,5165133,京东方A
2020-05-08,3.27,3.35,3.26,3.33,6683955,京东方A
2020-05-11,3.37,3.5,3.35,3.42,10046903,京东方A
2020-05-12,3.43,3.44,3.32,3.39,5160480,京东方A
2020-05-13,3.35,3.41,3.32,3.37,4899930,京东方A
2020-05-14,3.33,3.38,3.32,3.33,4414210,京东方A
2020-05-15,3.35,3.46,3.3,3.4,7692280,京东方A
2020-05-18,3.39,3.39,3.25,3.27,8539718,京东方A
2020-05-19,3.31,3.34,3.28,3.32,4384345,京东方A
2020-05-20,3.33,3.45,3.3,3.38,8452546,京东方A
2020-05-21,3.41,3.42,3.31,3.34,5627866,京东方A
2020-05-22,3.32,3.33,3.22,3.24,5485954,京东方A
2020-05-25,3.22,3.23,3.16,3.18,3290499,京东方A
2020-05-26,3.2,3.25,3.19,3.24,2789992,京东方A
2020-05-27,3.25,3.25,3.17,3.18,2489609,京东方A
2020-05-28,3.18,3.23,3.12,3.17,3333147,京东方A
2020-05-29,3.16,3.25,3.13,3.18,4324312,京东方A
2020-06-01,3.2,3.41,3.19,3.4,10600869,京东方A
2020-06-02,3.43,3.79,3.41,3.72,22365675,京东方A
2020-06-03,3.77,3.83,3.66,3.7,16615173,京东方A
2020-06-04,3.81,3.89,3.78,3.8,14057755,京东方A
2020-06-05,3.84,3.89,3.73,3.81,10044762,京东方A
2020-06-08,3.94,4.24,3.93,4.21,24260709,京东方A
2020-06-09,4.12,4.16,4.0,4.07,15677394,京东方A
2020-06-10,4.04,4.32,3.99,4.27,17344407,京东方A
2020-06-11,4.22,4.29,4.06,4.12,12784183,京东方A
2020-06-12,3.97,4.19,3.97,4.1,10254487,京东方A
2020-06-15,3.96,4.1,3.87,3.89,12455964,京东方A
2020-06-16,4.06,4.09,3.96,4.01,7982643,京东方A
2020-06-17,4.0,4.0,3.87,3.92,8175864,京东方A
2020-06-18,3.92,4.07,3.91,4.02,11154491,京东方A
2020-06-19,4.02,4.08,3.97,4.06,10585269,京东方A
2020-06-22,4.11,4.15,4.03,4.07,9905964,京东方A
2020-06-23,4.16,4.25,4.04,4.07,11431797,京东方A
2020-06-24,4.1,4.11,3.93,4.0,8159472,京东方A
2020-06-29,4.0,4.16,3.97,4.1,9908610,京东方A
2020-06-30,4.11,4.16,4.08,4.14,8175768,京东方A
2020-07-01,4.12,4.12,4.02,4.12,7816851,京东方A
2020-07-02,4.12,4.34,4.07,4.34,15035559,京东方A
2020-07-03,4.31,4.31,4.2,4.27,10849742,京东方A
2020-07-06,4.28,4.52,4.24,4.5,16529871,京东方A
2020-07-07,4.62,4.89,4.62,4.68,20953620,京东方A
2020-07-08,4.81,4.87,4.56,4.77,14290074,京东方A
2020-07-09,4.7,4.96,4.67,4.81,16123335,京东方A
2020-07-10,4.71,4.74,4.53,4.57,15527739,京东方A
2020-07-13,4.53,4.76,4.51,4.75,13902529,京东方A
2020-07-14,4.78,4.87,4.55,4.66,13086048,京东方A
2020-07-15,4.67,4.69,4.4,4.43,10958304,京东方A
2020-07-16,4.45,4.53,4.13,4.18,13133991,京东方A
2020-07-17,4.19,4.24,4.02,4.12,9879036,京东方A
2020-07-20,4.18,4.31,4.14,4.31,8899827,京东方A
2020-07-21,4.34,4.52,4.29,4.43,11063860,京东方A
2020-07-22,4.41,4.53,4.37,4.43,8939356,京东方A
2020-07-23,4.39,4.4,4.14,4.27,11510379,京东方A
2020-07-24,4.22,4.26,3.99,4.01,9328046,京东方A
2020-07-27,4.01,4.06,3.91,3.96,5583844,京东方A
2020-07-28,4.0,4.14,4.0,4.08,6216649,京东方A
2020-07-29,4.05,4.17,4.0,4.17,6598232,京东方A
2020-07-30,4.19,4.22,4.07,4.08,5888905,京东方A
2020-07-31,4.09,4.23,4.07,4.16,6780475,京东方A
2020-08-03,4.21,4.31,4.19,4.29,8411872,京东方A
2020-08-04,4.31,4.32,4.19,4.24,6989833,京东方A
2020-08-05,4.28,4.3,4.14,4.26,8713558,京东方A
2020-08-06,4.34,4.43,4.24,4.42,15584511,京东方A
2020-08-07,4.37,4.38,4.2,4.28,8917895,京东方A
2020-08-10,4.22,4.36,4.18,4.29,7126908,京东方A
2020-08-11,4.27,4.38,4.15,4.18,7533837,京东方A
2020-08-12,4.14,4.2,4.06,4.18,6573302,京东方A
2020-08-13,4.2,4.4,4.17,4.34,11455168,京东方A
2020-08-14,4.33,4.51,4.31,4.43,11514584,京东方A
2020-08-17,4.6,4.85,4.59,4.72,20253498,京东方A
2020-08-18,4.77,4.79,4.61,4.73,12685043,京东方A
2020-08-19,4.71,4.81,4.6,4.62,10669908,京东方A
2020-08-20,4.57,4.72,4.52,4.67,9323147,京东方A
2020-08-21,4.82,4.92,4.65,4.68,9199227,京东方A
2020-08-24,4.71,5.07,4.69,4.95,17025030,京东方A
2020-08-25,4.95,4.97,4.78,4.84,10515288,京东方A
2020-08-26,4.78,4.82,4.52,4.54,11362798,京东方A
2020-08-27,4.55,4.63,4.52,4.61,6133688,京东方A
2020-08-28,4.64,4.97,4.62,4.92,15100062,京东方A
2020-08-31,5.14,5.19,4.97,4.99,17409366,京东方A
2020-09-01,5.02,5.09,4.98,5.06,7386181,京东方A
2020-09-02,5.11,5.29,5.02,5.23,14168630,京东方A
2020-09-03,5.27,5.27,5.09,5.2,11363976,京东方A
2020-09-04,5.04,5.17,5.01,5.11,7464249,京东方A
2020-09-07,5.11,5.13,4.78,4.87,9442426,京东方A
2020-09-08,4.87,5.01,4.78,5.0,7506935,京东方A
2020-09-09,4.91,4.92,4.77,4.79,7142431,京东方A
2020-09-10,4.86,4.88,4.56,4.58,8638729,京东方A
2020-09-11,4.59,4.76,4.5,4.73,6024928,京东方A
2020-09-14,4.75,4.83,4.67,4.73,5210620,京东方A
2020-09-15,4.73,4.73,4.62,4.71,4012372,京东方A
2020-09-16,4.68,4.77,4.6,4.65,4204338,京东方A
2020-09-17,4.62,4.77,4.59,4.72,5678167,京东方A
2020-09-18,4.73,4.76,4.61,4.76,7250828,京东方A
2020-09-21,4.73,4.78,4.61,4.62,6219928,京东方A
2020-09-22,4.55,4.64,4.54,4.56,5230930,京东方A
2020-09-23,4.58,4.65,4.51,4.61,4674303,京东方A
2020-09-24,4.59,4.59,4.38,4.4,7697893,京东方A
2020-09-25,4.39,4.43,4.3,4.35,4359247,京东方A
