date,close
2025-08-26,1.0
2025-08-29,1.0038
2025-09-01,1.0286
2025-09-02,1.0075
2025-09-03,1.0119
2025-09-04,0.9896
2025-09-05,1.0086
2025-09-08,0.994
2025-09-09,0.9727
2025-09-10,0.9716
2025-09-11,0.959
2025-09-12,0.9917
2025-09-15,1.008
2025-09-16,1.0172
2025-09-17,1.0108
2025-09-18,1.0075
2025-09-19,0.9843
2025-09-22,0.991
2025-09-23,0.9624
2025-09-24,0.9768
2025-09-25,0.985
2025-09-26,0.961
2025-09-29,0.9705
2025-09-30,0.9945
2025-10-09,0.9807
2025-10-10,0.9375
2025-10-13,0.9173
2025-10-14,0.8977
2025-10-15,0.9204
2025-10-16,0.9206
2025-10-17,0.9049
2025-10-20,0.9112
2025-10-21,0.9182
2025-10-22,0.9044
2025-10-23,0.8916
2025-10-24,0.8936
2025-10-27,0.8981
2025-10-28,0.8876
2025-10-29,0.8947
2025-10-30,0.8989
2025-10-31,0.9281
2025-11-03,0.924
2025-11-04,0.8999
2025-11-05,0.9127
2025-11-06,0.917
2025-11-07,0.8988
2025-11-10,0.9011
2025-11-11,0.9064
2025-11-12,0.9229
2025-11-13,0.9619
2025-11-14,0.968
2025-11-17,0.9443
2025-11-18,0.9379
2025-11-19,0.9244
2025-11-20,0.9245
2025-11-21,0.8907
2025-11-24,0.9167
2025-11-25,0.9325
2025-11-26,0.959
2025-11-27,0.9529
2025-11-28,0.9572
2025-12-01,0.9581
2025-12-02,0.9463
2025-12-03,0.9341
2025-12-04,0.9356
2025-12-05,0.9309
2025-12-08,0.9201
2025-12-09,0.9064
2025-12-10,0.9109
2025-12-11,0.9244
2025-12-12,0.9452
2025-12-15,0.9369
2025-12-16,0.9183
2025-12-17,0.9346
2025-12-18,0.929
2025-12-19,0.9355
2025-12-22,0.9196
2025-12-23,0.9185
2025-12-24,0.9103
2025-12-25,0.9093
2025-12-26,0.9064
2025-12-29,0.8977
2025-12-30,0.8825
2025-12-31,0.8725
2026-01-05,0.9327
2026-01-06,0.9345
2026-01-07,0.9562
2026-01-08,0.9546
2026-01-09,0.9815
2026-01-12,0.9929
2026-01-13,0.9933
