date,017963,013711,total_value,nav
2023-11-30,60000.0,60000.0,120000.0,1.0
2023-12-01,60000.0,60000.0,120000.0,1.0
2023-12-04,60000.0,60000.0,120000.0,1.0
2023-12-05,60000.0,60000.0,120000.0,1.0
2023-12-06,60000.0,60000.0,120000.0,1.0
2023-12-07,60000.0,60000.0,120000.0,1.0
2023-12-08,60000.0,60000.0,120000.0,1.0
2023-12-11,60000.0,60000.0,120000.0,1.0
2023-12-12,60000.0,60000.0,120000.0,1.0
2023-12-13,60000.0,60000.0,120000.0,1.0
2023-12-14,60000.0,60000.0,120000.0,1.0
2023-12-15,60000.0,60000.0,120000.0,1.0
2023-12-18,60000.0,60000.0,120000.0,1.0
2023-12-19,60000.0,60000.0,120000.0,1.0
2023-12-20,60000.0,60000.0,120000.0,1.0
2023-12-21,60000.0,60000.0,120000.0,1.0
2023-12-22,60000.0,60000.0,120000.0,1.0
2023-12-25,60000.0,60000.0,120000.0,1.0
2023-12-26,60000.0,60000.0,120000.0,1.0
2023-12-27,60000.0,60000.0,120000.0,1.0
2023-12-28,60000.0,60000.0,120000.0,1.0
2023-12-29,60000.0,60000.0,120000.0,1.0
2023-12-31,60000.0,60000.0,120000.0,1.0
2024-01-02,60000.0,60000.0,120000.0,1.0
2024-01-03,60000.0,60000.0,120000.0,1.0
2024-01-04,60000.0,60000.0,120000.0,1.0
2024-01-05,60000.0,60000.0,120000.0,1.0
2024-01-08,60000.0,60000.0,120000.0,1.0
2024-01-09,60000.0,60000.0,120000.0,1.0
2024-01-10,60000.0,60000.0,120000.0,1.0
2024-01-11,60000.0,60000.0,120000.0,1.0
2024-01-12,60000.0,60000.0,120000.0,1.0
2024-01-15,60000.0,60000.0,120000.0,1.0
2024-01-16,60000.0,60000.0,120000.0,1.0
2024-01-17,60000.0,60000.0,120000.0,1.0
2024-01-18,60000.0,60000.0,120000.0,1.0
2024-01-19,60000.0,60000.0,120000.0,1.0
2024-01-22,60000.0,60000.0,120000.0,1.0
2024-01-23,60000.0,60000.0,120000.0,1.0
2024-01-24,60000.0,60000.0,120000.0,1.0
2024-01-25,60000.0,60000.0,120000.0,1.0
2024-01-26,60000.0,60000.0,120000.0,1.0
2024-01-29,60000.0,60000.0,120000.0,1.0
2024-01-30,60000.0,60000.0,120000.0,1.0
2024-01-31,60000.0,60000.0,120000.0,1.0
2024-02-01,60000.0,60000.0,120000.0,1.0
2024-02-02,60000.0,60000.0,120000.0,1.0
2024-02-05,60000.0,60000.0,120000.0,1.0
2024-02-06,60000.0,60000.0,120000.0,1.0
2024-02-07,60000.0,60000.0,120000.0,1.0
2024-02-08,60000.0,60000.0,120000.0,1.0
2024-02-19,60000.0,60000.0,120000.0,1.0
2024-02-20,60000.0,60000.0,120000.0,1.0
2024-02-21,60000.0,60000.0,120000.0,1.0
2024-02-22,60000.0,60000.0,120000.0,1.0
2024-02-23,60000.0,60000.0,120000.0,1.0
2024-02-26,60000.0,60000.0,120000.0,1.0
2024-02-27,60000.0,60000.0,120000.0,1.0
2024-02-28,60000.0,60000.0,120000.0,1.0
2024-02-29,60000.0,60000.0,120000.0,1.0
2024-03-01,60000.0,60000.0,120000.0,1.0
2024-03-04,60000.0,60000.0,120000.0,1.0
2024-03-05,60000.0,60000.0,120000.0,1.0
2024-03-06,60000.0,60000.0,120000.0,1.0
2024-03-07,60000.0,60000.0,120000.0,1.0
2024-03-08,60000.0,60000.0,120000.0,1.0
2024-03-11,60000.0,60000.0,120000.0,1.0
2024-03-12,60000.0,60000.0,120000.0,1.0
2024-03-13,60000.0,60000.0,120000.0,1.0
2024-03-14,60000.0,60000.0,120000.0,1.0
2024-03-15,60000.0,60000.0,120000.0,1.0
2024-03-18,60000.0,60000.0,120000.0,1.0
2024-03-19,60000.0,60000.0,120000.0,1.0
2024-03-20,60000.0,60000.0,120000.0,1.0
2024-03-21,60000.0,60000.0,120000.0,1.0
2024-03-22,60000.0,60000.0,120000.0,1.0
2024-03-25,60000.0,60000.0,120000.0,1.0
2024-03-26,60000.0,60000.0,120000.0,1.0
2024-03-27,60000.0,60000.0,120000.0,1.0
2024-03-28,60000.0,60000.0,120000.0,1.0
2024-03-29,60000.0,60000.0,120000.0,1.0
2024-04-01,60000.0,60000.0,120000.0,1.0
2024-04-02,60000.0,60000.0,120000.0,1.0
2024-04-03,60000.0,60000.0,120000.0,1.0
2024-04-08,60000.0,60000.0,120000.0,1.0
2024-04-09,60000.0,60000.0,120000.0,1.0
2024-04-10,60000.0,60000.0,120000.0,1.0
2024-04-11,60000.0,60000.0,120000.0,1.0
2024-04-12,60000.0,60000.0,120000.0,1.0
2024-04-15,60000.0,60000.0,120000.0,1.0
2024-04-16,60000.0,60000.0,120000.0,1.0
2024-04-17,60000.0,60000.0,120000.0,1.0
2024-04-18,60000.0,60000.0,120000.0,1.0
2024-04-19,60000.0,60000.0,120000.0,1.0
2024-04-22,60000.0,60000.0,120000.0,1.0
2024-04-23,60000.0,60000.0,120000.0,1.0
2024-04-24,60000.0,60000.0,120000.0,1.0
2024-04-25,60000.0,60000.0,120000.0,1.0
2024-04-26,60000.0,60000.0,120000.0,1.0
2024-04-29,60000.0,60000.0,120000.0,1.0
2024-04-30,60000.0,60000.0,120000.0,1.0
2024-05-06,60000.0,60000.0,120000.0,1.0
2024-05-07,60000.0,60000.0,120000.0,1.0
2024-05-08,60000.0,60000.0,120000.0,1.0
2024-05-09,60000.0,60000.0,120000.0,1.0
2024-05-10,60000.0,60000.0,120000.0,1.0
2024-05-13,60000.0,60000.0,120000.0,1.0
2024-05-14,60000.0,60000.0,120000.0,1.0
2024-05-15,60000.0,60000.0,120000.0,1.0
2024-05-16,60000.0,60000.0,120000.0,1.0
2024-05-17,60000.0,60000.0,120000.0,1.0
2024-05-20,60000.0,60000.0,120000.0,1.0
2024-05-21,60000.0,60000.0,120000.0,1.0
2024-05-22,60000.0,60000.0,120000.0,1.0
2024-05-23,60000.0,60000.0,120000.0,1.0
2024-05-24,60000.0,60000.0,120000.0,1.0
2024-05-27,60000.0,60000.0,120000.0,1.0
2024-05-28,60000.0,60000.0,120000.0,1.0
2024-05-29,60000.0,60000.0,120000.0,1.0
2024-05-30,60000.0,60000.0,120000.0,1.0
2024-05-31,60000.0,60000.0,120000.0,1.0
2024-06-03,60000.0,60000.0,120000.0,1.0
2024-06-04,60000.0,60000.0,120000.0,1.0
2024-06-05,60000.0,60000.0,120000.0,1.0
2024-06-06,60000.0,60000.0,120000.0,1.0
2024-06-07,60000.0,60000.0,120000.0,1.0
2024-06-11,60000.0,60000.0,120000.0,1.0
2024-06-12,60000.0,60000.0,120000.0,1.0
2024-06-13,60000.0,60000.0,120000.0,1.0
2024-06-14,60000.0,60000.0,120000.0,1.0
2024-06-17,60000.0,60000.0,120000.0,1.0
2024-06-18,60000.0,60000.0,120000.0,1.0
2024-06-19,60000.0,60000.0,120000.0,1.0
2024-06-20,60000.0,60000.0,120000.0,1.0
2024-06-21,60000.0,60000.0,120000.0,1.0
2024-06-24,60000.0,60000.0,120000.0,1.0
2024-06-25,60000.0,60000.0,120000.0,1.0
2024-06-26,60000.0,60000.0,120000.0,1.0
2024-06-27,60000.0,60000.0,120000.0,1.0
2024-06-28,60000.0,59785.58875219684,119785.58875219684,0.9982132396016403
2024-06-30,60000.0,59783.831282952546,119783.83128295254,0.9981985940246045
2024-07-01,60000.0,60189.80667838313,120189.80667838313,1.0015817223198595
2024-07-02,60000.0,59854.130052724075,119854.13005272407,0.9987844171060339
2024-07-03,60000.0,59748.68189806678,119748.68189806677,0.9979056824838898
2024-07-04,60000.0,59513.18101933216,119513.18101933216,0.9959431751611013
2024-07-05,60000.0,59920.91388400703,119920.91388400702,0.9993409490333919
2024-07-08,60000.0,59590.50966608085,119590.50966608085,0.9965875805506738
2024-07-09,60000.0,59643.233743409495,119643.2337434095,0.9970269478617458
2024-07-10,60000.0,59569.420035149386,119569.42003514938,0.9964118336262449
2024-07-11,60000.0,60203.86643233743,120203.86643233744,1.0016988869361454
2024-07-12,60000.0,60717.0474516696,120717.0474516696,1.00597539543058
2024-07-15,60000.0,60782.07381370826,120782.07381370827,1.0065172817809023
2024-07-16,60000.0,61147.62741652021,121147.6274165202,1.009563561804335
2024-07-17,60000.0,61154.65729349737,121154.65729349737,1.009622144112478
2024-07-18,60000.0,61594.02460456942,121594.02460456942,1.0132835383714118
2024-07-19,60000.0,61929.70123022847,121929.70123022847,1.0160808435852373
2024-07-22,60000.0,62126.53778558875,122126.53778558875,1.0177211482132396
2024-07-23,60000.0,61885.764499121266,121885.76449912126,1.0157147041593437
2024-07-24,60000.0,61759.22671353251,121759.22671353251,1.014660222612771
2024-07-25,60000.0,61952.54833040421,121952.54833040421,1.016271236086702
2024-07-26,60000.0,61783.831282952546,121783.83128295254,1.0148652606912711
2024-07-29,60000.0,61544.81546572935,121544.81546572935,1.0128734622144113
2024-07-30,60000.0,61544.81546572935,121544.81546572935,1.0128734622144113
2024-07-31,60000.0,61880.4920913884,121880.4920913884,1.0156707674282366
2024-08-01,60000.0,61769.771528998244,121769.77152899824,1.0147480960749853
2024-08-02,60000.0,61622.14411247803,121622.14411247804,1.0135178676039838
2024-08-05,60000.0,61492.0913884007,121492.0913884007,1.0124340949033392
2024-08-06,60000.0,61978.910369068544,121978.91036906854,1.0164909197422378
2024-08-07,60000.0,61933.216168717045,121933.21616871704,1.0161101347393087
2024-08-08,60000.0,61822.49560632689,121822.49560632689,1.0151874633860574
2024-08-09,60000.0,61750.439367311075,121750.43936731108,1.0145869947275923
2024-08-12,60000.0,61646.74868189807,121646.74868189807,1.013722905682484
2024-08-13,60000.0,61778.55887521968,121778.55887521968,1.014821323960164
2024-08-14,60000.0,61604.56942003515,121604.56942003514,1.0133714118336261
2024-08-15,60000.0,61685.41300527241,121685.4130052724,1.0140451083772701
2024-08-16,60000.0,61543.05799648506,121543.05799648506,1.0128588166373755
2024-08-19,60000.0,61525.48330404218,121525.48330404218,1.012712360867018
2024-08-20,60000.0,61435.85237258348,121435.85237258348,1.0119654364381956
2024-08-21,60000.0,61325.13181019332,121325.13181019333,1.0110427650849445
2024-08-22,60000.0,61228.47100175747,121228.47100175747,1.0102372583479788
2024-08-23,60000.0,61193.321616871704,121193.3216168717,1.0099443468072642
2024-08-26,60000.0,61362.03866432338,121362.03866432338,1.011350322202695
2024-08-27,60000.0,61288.22495606327,121288.22495606326,1.0107352079671938
2024-08-28,60000.0,61235.50087873462,121235.50087873463,1.010295840656122
2024-08-29,60000.0,61871.704745166964,121871.70474516696,1.015597539543058
2024-08-30,60000.0,62024.60456942004,122024.60456942004,1.016871704745167
2024-09-02,60000.0,61701.230228471,121701.230228471,1.0141769185705918
2024-09-03,60000.0,61917.39894551845,121917.39894551845,1.015978324545987
2024-09-04,60000.0,61899.82425307557,121899.82425307557,1.0158318687756298
2024-09-05,60000.0,61971.88049209139,121971.88049209138,1.016432337434095
2024-09-06,60000.0,61673.110720562385,121673.11072056238,1.0139425893380198
2024-09-09,60000.0,61594.02460456942,121594.02460456942,1.0132835383714118
2024-09-10,60000.0,61718.804920913884,121718.80492091388,1.014323374340949
2024-09-11,60000.0,62033.39191564148,122033.39191564148,1.0169449326303457
2024-09-12,60000.0,61961.33567662566,121961.33567662566,1.0163444639718806
2024-09-13,60000.0,61708.26010544815,121708.26010544815,1.0142355008787345
2024-09-18,60000.0,61602.811950790856,121602.81195079086,1.0133567662565905
2024-09-19,60000.0,61724.077328646745,121724.07732864674,1.0143673110720561
2024-09-20,60000.0,61648.506151142356,121648.50615114236,1.0137375512595197
2024-09-23,60000.0,61439.367311072056,121439.36731107206,1.0119947275922672
2024-09-24,60000.0,61931.45869947276,121931.45869947276,1.0160954891622729
2024-09-25,60000.0,61959.578207381375,121959.57820738138,1.0163298183948448
2024-09-26,60000.0,62441.12478031634,122441.12478031634,1.0203427065026363
2024-09-27,60000.0,63127.70943175162,123127.70943175162,1.0260642452645967
2024-09-30,60000.0,64198.59402460457,124198.59402460456,1.0349882835383715
2024-10-08,60000.0,64868.77562975981,124868.77562975981,1.0405731302479984
2024-10-09,60000.0,64044.71782854911,124044.71782854911,1.033705981904576
2024-10-10,60000.0,64038.46904901387,124038.46904901386,1.0336539087417822
2024-10-11,60000.0,63854.911150165986,123854.91115016598,1.0321242595847164
2024-10-14,60000.0,63944.73735598516,123944.73735598515,1.0328728112998762
2024-10-15,60000.0,63792.423354813516,123792.42335481351,1.0316035279567792
2024-10-16,60000.0,63683.06971294669,123683.06971294669,1.030692247607889
2024-10-17,60000.0,63658.0745948057,123658.0745948057,1.0304839549567142
2024-10-18,60000.0,64047.842218316735,124047.84221831674,1.0337320184859728
2024-10-21,60000.0,64293.10681507518,124293.10681507518,1.0357758901256264
2024-10-22,60000.0,64536.80921694981,124536.80921694981,1.0378067434745817
2024-10-23,60000.0,64947.66647139231,124947.66647139231,1.0412305539282694
2024-10-24,60000.0,64711.77504393673,124711.77504393674,1.0392647920328062
2024-10-25,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-10-28,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-10-29,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-10-30,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-10-31,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-01,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-04,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-05,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-06,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-07,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-08,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-11,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-12,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-13,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-14,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-15,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-18,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-19,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-20,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-21,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-22,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-25,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-26,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-27,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-28,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-11-29,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-02,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-03,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-04,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-05,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-06,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-09,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-10,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-11,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-12,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-13,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-16,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-17,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-18,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-19,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-20,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-23,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-24,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-25,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-26,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-27,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-30,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2024-12-31,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-02,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-03,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-06,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-07,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-08,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-09,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-10,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-13,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-14,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-15,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-16,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-17,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-20,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-21,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-22,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-23,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-24,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-01-27,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-05,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-06,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-07,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-10,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-11,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-12,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-13,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-14,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-17,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-18,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-19,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-20,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-21,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-24,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-25,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-26,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-27,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-02-28,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-03-03,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-03-04,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-03-05,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-03-06,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-03-07,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2025-03-10,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
