策略,策略名称,回测天数,年化收益率(%),累计收益率(%),最大回撤(%),最大回撤起始日,最大回撤结束日,夏普比率,卡玛比率,索提诺比率,波动率(年化%),期末总资产(元),总交易次数,买入次数,卖出次数,盈利次数,亏损次数,胜率(%),平均盈利(%),平均亏损(%),盈亏比,总手续费(元),转换次数,买入触发次数,止盈触发次数,买入持有收益率(%),超额收益(%),纯货币基金收益率(%)
买Q0.15-0.70_卖Q0.85-0.90_4买2卖_基30000_增10000,广发约定净值转换,429,2.51,4.31,-0.36,2026-06-16,2026-06-30,-0.781,6.909,-0.664,0.66,1043128.47,32,16,16,19,0,100.0,3.83,0,0,0.0,32,16,16,3.63,0.68,2.35
买Q0.05-0.70_卖Q0.85-0.90_4买2卖_基30000_增10000,广发约定净值转换,429,2.51,4.31,-0.36,2026-06-16,2026-06-30,-0.781,6.909,-0.664,0.66,1043128.47,32,16,16,19,0,100.0,3.83,0,0,0.0,32,16,16,3.63,0.68,2.35
买Q0.05-0.80_卖Q0.85-0.90_3买3卖_基50000_增10000,广发约定净值转换,429,2.51,4.31,-0.42,2026-06-16,2026-06-30,-0.774,5.919,-0.699,0.66,1043146.12,29,14,15,15,0,100.0,2.89,0,0,0.0,29,14,15,3.63,0.68,2.35
买Q0.05-0.80_卖Q0.75-0.90_4买2卖_基50000_增20000,广发约定净值转换,429,2.51,4.31,-0.36,2026-07-06,2026-07-10,-0.65,7.041,-0.425,0.78,1043198.74,13,5,8,9,0,100.0,6.43,0,0,0.0,13,5,8,3.63,0.68,2.35
买Q0.15-0.80_卖Q0.75-0.95_5买3卖_基50000_增20000,广发约定净值转换,429,2.5,4.3,-0.67,2026-06-22,2026-06-30,-0.585,3.722,-0.401,0.89,1043038.98,16,6,10,11,0,100.0,4.99,0,0,0.0,16,6,10,3.63,0.67,2.35
买Q0.05-0.80_卖Q0.75-0.90_4买3卖_基50000_增20000,广发约定净值转换,429,2.5,4.3,-0.36,2026-07-06,2026-07-10,-0.659,7.02,-0.431,0.78,1043073.18,13,5,8,9,0,100.0,6.29,0,0,0.0,13,5,8,3.63,0.67,2.35
买Q0.15-0.80_卖Q0.75-0.95_5买2卖_基50000_增20000,广发约定净值转换,429,2.5,4.3,-0.67,2026-06-22,2026-06-30,-0.585,3.722,-0.401,0.89,1043038.98,16,6,10,11,0,100.0,4.99,0,0,0.0,16,6,10,3.63,0.67,2.35
买Q0.15-0.80_卖Q0.85-0.90_3买2卖_基50000_增20000,广发约定净值转换,429,2.5,4.29,-0.57,2026-06-16,2026-06-30,-0.72,4.419,-0.596,0.73,1042989.58,29,14,15,15,0,100.0,2.71,0,0,0.0,29,14,15,3.63,0.66,2.35
买Q0.15-0.70_卖Q0.85-0.90_4买3卖_基30000_增10000,广发约定净值转换,429,2.49,4.28,-0.36,2026-06-16,2026-06-30,-0.803,6.869,-0.682,0.66,1042877.37,32,16,16,19,0,100.0,3.76,0,0,0.0,32,16,16,3.63,0.65,2.35
买Q0.05-0.80_卖Q0.85-0.90_4买2卖_基30000_增10000,广发约定净值转换,429,2.49,4.28,-0.36,2026-06-16,2026-06-30,-0.8,6.871,-0.689,0.66,1042899.95,32,16,16,19,0,100.0,3.79,0,0,0.0,32,16,16,3.63,0.65,2.35
买Q0.05-0.70_卖Q0.85-0.90_4买3卖_基30000_增10000,广发约定净值转换,429,2.49,4.28,-0.36,2026-06-16,2026-06-30,-0.803,6.869,-0.682,0.66,1042877.37,32,16,16,19,0,100.0,3.76,0,0,0.0,32,16,16,3.63,0.65,2.35
买Q0.15-0.80_卖Q0.85-0.95_3买3卖_基50000_增10000,广发约定净值转换,429,2.49,4.27,-0.54,2026-06-16,2026-06-30,-0.787,4.638,-0.667,0.68,1042740.74,29,14,15,15,0,100.0,2.79,0,0,0.0,29,14,15,3.63,0.64,2.35
买Q0.15-0.80_卖Q0.85-0.95_3买2卖_基50000_增10000,广发约定净值转换,429,2.49,4.27,-0.54,2026-06-16,2026-06-30,-0.787,4.638,-0.667,0.68,1042740.74,29,14,15,15,0,100.0,2.79,0,0,0.0,29,14,15,3.63,0.64,2.35
买Q0.15-0.80_卖Q0.85-0.90_3买3卖_基50000_增20000,广发约定净值转换,429,2.49,4.27,-0.57,2026-06-16,2026-06-30,-0.74,4.394,-0.612,0.73,1042738.48,29,14,15,15,0,100.0,2.63,0,0,0.0,29,14,15,3.63,0.64,2.35
买Q0.15-0.80_卖Q0.85-0.90_5买2卖_基30000_增10000,广发约定净值转换,429,2.48,4.26,-0.55,2026-06-22,2026-06-30,-0.734,4.502,-0.601,0.73,1042690.97,34,17,17,21,0,100.0,3.43,0,0,0.0,34,17,17,3.63,0.63,2.35
买Q0.05-0.80_卖Q0.85-0.90_4买3卖_基30000_增10000,广发约定净值转换,429,2.48,4.26,-0.36,2026-06-16,2026-06-30,-0.822,6.831,-0.707,0.66,1042648.85,32,16,16,19,0,100.0,3.73,0,0,0.0,32,16,16,3.63,0.63,2.35
买Q0.15-0.80_卖Q0.85-0.90_5买3卖_基30000_增10000,广发约定净值转换,429,2.47,4.24,-0.55,2026-06-22,2026-06-30,-0.753,4.476,-0.617,0.73,1042439.87,34,17,17,21,0,100.0,3.38,0,0,0.0,34,17,17,3.63,0.61,2.35
买Q0.15-0.80_卖Q0.75-0.90_5买2卖_基50000_增20000,广发约定净值转换,429,2.47,4.24,-0.67,2026-06-22,2026-06-30,-0.626,3.668,-0.428,0.88,1042411.22,16,6,10,11,0,100.0,4.88,0,0,0.0,16,6,10,3.63,0.61,2.35
买Q0.15-0.80_卖Q0.75-0.90_5买3卖_基50000_增20000,广发约定净值转换,429,2.46,4.22,-0.67,2026-06-22,2026-06-30,-0.634,3.657,-0.434,0.88,1042285.67,16,6,10,11,0,100.0,4.77,0,0,0.0,16,6,10,3.63,0.59,2.35
买Q0.15-0.80_卖Q0.85-0.90_3买2卖_基50000_增10000,广发约定净值转换,429,2.45,4.21,-0.54,2026-06-16,2026-06-30,-0.842,4.571,-0.711,0.68,1042112.98,29,14,15,15,0,100.0,2.71,0,0,0.0,29,14,15,3.63,0.58,2.35
买Q0.15-0.70_卖Q0.75-0.95_3买3卖_基50000_增20000,广发约定净值转换,429,2.44,4.19,-0.44,2026-06-16,2026-06-30,-0.857,5.584,-0.776,0.68,1041922.33,33,16,17,18,0,100.0,2.42,0,0,0.0,33,16,17,3.63,0.56,2.35
买Q0.15-0.70_卖Q0.75-0.95_3买2卖_基50000_增20000,广发约定净值转换,429,2.44,4.19,-0.44,2026-06-16,2026-06-30,-0.857,5.584,-0.776,0.68,1041922.33,33,16,17,18,0,100.0,2.42,0,0,0.0,33,16,17,3.63,0.56,2.35
买Q0.05-0.70_卖Q0.75-0.95_3买3卖_基50000_增20000,广发约定净值转换,429,2.44,4.19,-0.44,2026-06-16,2026-06-30,-0.857,5.584,-0.776,0.68,1041922.33,33,16,17,18,0,100.0,2.42,0,0,0.0,33,16,17,3.63,0.56,2.35
买Q0.05-0.70_卖Q0.75-0.95_3买2卖_基50000_增20000,广发约定净值转换,429,2.44,4.19,-0.44,2026-06-16,2026-06-30,-0.857,5.584,-0.776,0.68,1041922.33,33,16,17,18,0,100.0,2.42,0,0,0.0,33,16,17,3.63,0.56,2.35
买Q0.15-0.80_卖Q0.85-0.90_3买3卖_基50000_增10000,广发约定净值转换,429,2.44,4.19,-0.54,2026-06-16,2026-06-30,-0.852,4.557,-0.72,0.68,1041987.43,29,14,15,15,0,100.0,2.63,0,0,0.0,29,14,15,3.63,0.56,2.35
买Q0.15-0.80_卖Q0.75-0.90_4买3卖_基50000_增10000,广发约定净值转换,429,2.43,4.18,-0.34,2026-06-22,2026-06-30,-0.868,7.129,-0.726,0.68,1041841.67,15,6,9,10,0,100.0,5.32,0,0,0.0,15,6,9,3.63,0.55,2.35
买Q0.15-0.80_卖Q0.75-0.90_4买2卖_基50000_增10000,广发约定净值转换,429,2.43,4.18,-0.34,2026-06-22,2026-06-30,-0.868,7.129,-0.726,0.68,1041841.67,15,6,9,10,0,100.0,5.32,0,0,0.0,15,6,9,3.63,0.55,2.35
买Q0.15-0.70_卖Q0.75-0.95_5买2卖_基30000_增10000,广发约定净值转换,429,2.43,4.17,-0.46,2026-06-22,2026-06-30,-0.855,5.283,-0.754,0.7,1041716.15,37,19,18,23,0,100.0,3.02,0,0,0.0,37,19,18,3.63,0.54,2.35
买Q0.05-0.70_卖Q0.75-0.95_5买3卖_基30000_增10000,广发约定净值转换,429,2.43,4.17,-0.46,2026-06-22,2026-06-30,-0.855,5.283,-0.754,0.7,1041716.15,37,19,18,23,0,100.0,3.02,0,0,0.0,37,19,18,3.63,0.54,2.35
买Q0.15-0.70_卖Q0.75-0.95_5买3卖_基30000_增10000,广发约定净值转换,429,2.43,4.17,-0.46,2026-06-22,2026-06-30,-0.855,5.283,-0.754,0.7,1041716.15,37,19,18,23,0,100.0,3.02,0,0,0.0,37,19,18,3.63,0.54,2.35
买Q0.05-0.70_卖Q0.75-0.95_5买2卖_基30000_增10000,广发约定净值转换,429,2.43,4.17,-0.46,2026-06-22,2026-06-30,-0.855,5.283,-0.754,0.7,1041716.15,37,19,18,23,0,100.0,3.02,0,0,0.0,37,19,18,3.63,0.54,2.35
买Q0.15-0.80_卖Q0.75-0.95_4买3卖_基50000_增10000,广发约定净值转换,429,2.42,4.16,-0.34,2026-06-22,2026-06-30,-0.882,7.104,-0.734,0.68,1041688.94,13,5,8,9,0,100.0,5.94,0,0,0.0,13,5,8,3.63,0.53,2.35
买Q0.15-0.80_卖Q0.75-0.95_4买2卖_基50000_增10000,广发约定净值转换,429,2.42,4.16,-0.34,2026-06-22,2026-06-30,-0.882,7.104,-0.734,0.68,1041688.94,13,5,8,9,0,100.0,5.94,0,0,0.0,13,5,8,3.63,0.53,2.35
买Q0.15-0.70_卖Q0.75-0.90_3买2卖_基50000_增20000,广发约定净值转换,429,2.4,4.12,-0.44,2026-06-16,2026-06-30,-0.913,5.501,-0.824,0.68,1041294.57,33,16,17,18,0,100.0,2.29,0,0,0.0,33,16,17,3.63,0.49,2.35
买Q0.05-0.70_卖Q0.75-0.90_3买2卖_基50000_增20000,广发约定净值转换,429,2.4,4.12,-0.44,2026-06-16,2026-06-30,-0.913,5.501,-0.824,0.68,1041294.57,33,16,17,18,0,100.0,2.29,0,0,0.0,33,16,17,3.63,0.49,2.35
买Q0.05-0.70_卖Q0.75-0.95_4买2卖_基30000_增10000,广发约定净值转换,429,2.4,4.11,-0.36,2026-06-16,2026-06-30,-0.987,6.58,-0.896,0.63,1041171.92,35,18,17,21,0,100.0,3.16,0,0,0.0,35,18,17,3.63,0.48,2.35
买Q0.05-0.70_卖Q0.75-0.95_4买3卖_基30000_增10000,广发约定净值转换,429,2.4,4.11,-0.36,2026-06-16,2026-06-30,-0.987,6.58,-0.896,0.63,1041171.92,35,18,17,21,0,100.0,3.16,0,0,0.0,35,18,17,3.63,0.48,2.35
买Q0.15-0.70_卖Q0.75-0.95_4买2卖_基30000_增10000,广发约定净值转换,429,2.4,4.11,-0.36,2026-06-16,2026-06-30,-0.987,6.58,-0.896,0.63,1041171.92,35,18,17,21,0,100.0,3.16,0,0,0.0,35,18,17,3.63,0.48,2.35
买Q0.15-0.70_卖Q0.75-0.95_4买3卖_基30000_增10000,广发约定净值转换,429,2.4,4.11,-0.36,2026-06-16,2026-06-30,-0.987,6.58,-0.896,0.63,1041171.92,35,18,17,21,0,100.0,3.16,0,0,0.0,35,18,17,3.63,0.48,2.35
买Q0.15-0.70_卖Q0.75-0.90_3买3卖_基50000_增20000,广发约定净值转换,429,2.39,4.1,-0.44,2026-06-16,2026-06-30,-0.934,5.468,-0.843,0.68,1041043.47,33,16,17,18,0,100.0,2.23,0,0,0.0,33,16,17,3.63,0.47,2.35
买Q0.05-0.70_卖Q0.75-0.90_5买2卖_基30000_增10000,广发约定净值转换,429,2.39,4.1,-0.46,2026-06-22,2026-06-30,-0.907,5.204,-0.799,0.69,1041088.4,37,19,18,23,0,100.0,2.92,0,0,0.0,37,19,18,3.63,0.47,2.35
买Q0.05-0.70_卖Q0.75-0.90_5买3卖_基30000_增10000,广发约定净值转换,429,2.39,4.1,-0.46,2026-06-22,2026-06-30,-0.907,5.204,-0.799,0.69,1041088.4,37,19,18,23,0,100.0,2.92,0,0,0.0,37,19,18,3.63,0.47,2.35
买Q0.05-0.70_卖Q0.75-0.90_3买3卖_基50000_增20000,广发约定净值转换,429,2.39,4.1,-0.44,2026-06-16,2026-06-30,-0.934,5.468,-0.843,0.68,1041043.47,33,16,17,18,0,100.0,2.23,0,0,0.0,33,16,17,3.63,0.47,2.35
买Q0.15-0.70_卖Q0.75-0.90_5买3卖_基30000_增10000,广发约定净值转换,429,2.39,4.1,-0.46,2026-06-22,2026-06-30,-0.907,5.204,-0.799,0.69,1041088.4,37,19,18,23,0,100.0,2.92,0,0,0.0,37,19,18,3.63,0.47,2.35
买Q0.15-0.70_卖Q0.75-0.90_5买2卖_基30000_增10000,广发约定净值转换,429,2.39,4.1,-0.46,2026-06-22,2026-06-30,-0.907,5.204,-0.799,0.69,1041088.4,37,19,18,23,0,100.0,2.92,0,0,0.0,37,19,18,3.63,0.47,2.35
买Q0.15-0.70_卖Q0.75-0.95_3买2卖_基50000_增10000,广发约定净值转换,429,2.38,4.08,-0.43,2026-06-16,2026-06-30,-1.013,5.585,-0.932,0.64,1040852.62,33,16,17,18,0,100.0,2.42,0,0,0.0,33,16,17,3.63,0.45,2.35
买Q0.15-0.70_卖Q0.75-0.95_3买3卖_基50000_增10000,广发约定净值转换,429,2.38,4.08,-0.43,2026-06-16,2026-06-30,-1.013,5.585,-0.932,0.64,1040852.62,33,16,17,18,0,100.0,2.42,0,0,0.0,33,16,17,3.63,0.45,2.35
买Q0.05-0.70_卖Q0.75-0.95_3买3卖_基50000_增10000,广发约定净值转换,429,2.38,4.08,-0.43,2026-06-16,2026-06-30,-1.013,5.585,-0.932,0.64,1040852.62,33,16,17,18,0,100.0,2.42,0,0,0.0,33,16,17,3.63,0.45,2.35
买Q0.05-0.70_卖Q0.75-0.95_3买2卖_基50000_增10000,广发约定净值转换,429,2.38,4.08,-0.43,2026-06-16,2026-06-30,-1.013,5.585,-0.932,0.64,1040852.62,33,16,17,18,0,100.0,2.42,0,0,0.0,33,16,17,3.63,0.45,2.35
买Q0.05-0.80_卖Q0.75-0.90_5买3卖_基50000_增10000,广发约定净值转换,429,2.36,4.05,-0.42,2026-06-22,2026-06-30,-0.944,5.614,-0.717,0.7,1040526.93,15,6,9,10,0,100.0,4.93,0,0,0.0,15,6,9,3.63,0.42,2.35
买Q0.05-0.80_卖Q0.75-0.90_5买2卖_基50000_增10000,广发约定净值转换,429,2.36,4.05,-0.42,2026-06-22,2026-06-30,-0.944,5.614,-0.717,0.7,1040526.93,15,6,9,10,0,100.0,4.93,0,0,0.0,15,6,9,3.63,0.42,2.35
买Q0.05-0.70_卖Q0.75-0.90_4买3卖_基30000_增10000,广发约定净值转换,429,2.36,4.05,-0.36,2026-06-16,2026-06-30,-1.045,6.48,-0.946,0.63,1040544.16,35,18,17,21,0,100.0,3.05,0,0,0.0,35,18,17,3.63,0.42,2.35
买Q0.15-0.70_卖Q0.75-0.90_4买2卖_基30000_增10000,广发约定净值转换,429,2.36,4.05,-0.36,2026-06-16,2026-06-30,-1.045,6.48,-0.946,0.63,1040544.16,35,18,17,21,0,100.0,3.05,0,0,0.0,35,18,17,3.63,0.42,2.35
买Q0.15-0.70_卖Q0.75-0.90_4买3卖_基30000_增10000,广发约定净值转换,429,2.36,4.05,-0.36,2026-06-16,2026-06-30,-1.045,6.48,-0.946,0.63,1040544.16,35,18,17,21,0,100.0,3.05,0,0,0.0,35,18,17,3.63,0.42,2.35
买Q0.05-0.70_卖Q0.75-0.90_4买2卖_基30000_增10000,广发约定净值转换,429,2.36,4.05,-0.36,2026-06-16,2026-06-30,-1.045,6.48,-0.946,0.63,1040544.16,35,18,17,21,0,100.0,3.05,0,0,0.0,35,18,17,3.63,0.42,2.35
买Q0.05-0.80_卖Q0.75-0.95_5买3卖_基50000_增10000,广发约定净值转换,429,2.35,4.03,-0.42,2026-06-22,2026-06-30,-0.958,5.593,-0.723,0.7,1040374.19,13,5,8,9,0,100.0,5.5,0,0,0.0,13,5,8,3.63,0.4,2.35
买Q0.05-0.80_卖Q0.75-0.95_5买2卖_基50000_增10000,广发约定净值转换,429,2.35,4.03,-0.42,2026-06-22,2026-06-30,-0.958,5.593,-0.723,0.7,1040374.19,13,5,8,9,0,100.0,5.5,0,0,0.0,13,5,8,3.63,0.4,2.35
买Q0.05-0.70_卖Q0.75-0.90_3买2卖_基50000_增10000,广发约定净值转换,429,2.34,4.02,-0.43,2026-06-16,2026-06-30,-1.072,5.5,-0.983,0.63,1040224.86,33,16,17,18,0,100.0,2.29,0,0,0.0,33,16,17,3.63,0.39,2.35
买Q0.15-0.70_卖Q0.75-0.90_3买2卖_基50000_增10000,广发约定净值转换,429,2.34,4.02,-0.43,2026-06-16,2026-06-30,-1.072,5.5,-0.983,0.63,1040224.86,33,16,17,18,0,100.0,2.29,0,0,0.0,33,16,17,3.63,0.39,2.35
买Q0.15-0.70_卖Q0.75-0.90_3买3卖_基50000_增10000,广发约定净值转换,429,2.33,4.0,-0.43,2026-06-16,2026-06-30,-1.084,5.483,-0.994,0.63,1040099.31,33,16,17,18,0,100.0,2.23,0,0,0.0,33,16,17,3.63,0.37,2.35
买Q0.05-0.70_卖Q0.75-0.90_3买3卖_基50000_增10000,广发约定净值转换,429,2.33,4.0,-0.43,2026-06-16,2026-06-30,-1.084,5.483,-0.994,0.63,1040099.31,33,16,17,18,0,100.0,2.23,0,0,0.0,33,16,17,3.63,0.37,2.35
买Q0.15-0.80_卖Q0.75-0.90_4买2卖_基30000_增20000,广发约定净值转换,429,2.31,3.97,-0.28,2026-06-22,2026-06-30,-1.16,8.269,-0.963,0.61,1039715.15,13,6,7,7,0,100.0,5.33,0,0,0.0,13,6,7,3.63,0.34,2.35
买Q0.15-0.80_卖Q0.75-0.90_4买3卖_基30000_增20000,广发约定净值转换,429,2.31,3.97,-0.28,2026-06-22,2026-06-30,-1.16,8.269,-0.963,0.61,1039715.15,13,6,7,7,0,100.0,5.33,0,0,0.0,13,6,7,3.63,0.34,2.35
买Q0.15-0.80_卖Q0.75-0.95_4买3卖_基30000_增20000,广发约定净值转换,429,2.31,3.96,-0.28,2026-06-22,2026-06-30,-1.167,8.256,-0.966,0.61,1039648.62,11,5,6,6,0,100.0,6.26,0,0,0.0,11,5,6,3.63,0.33,2.35
买Q0.05-0.80_卖Q0.75-0.90_4买3卖_基50000_增10000,广发约定净值转换,429,2.31,3.96,-0.29,2026-07-06,2026-07-10,-1.118,8.049,-0.747,0.64,1039616.9,12,5,7,8,0,100.0,5.79,0,0,0.0,12,5,7,3.63,0.33,2.35
买Q0.15-0.80_卖Q0.75-0.95_4买2卖_基30000_增20000,广发约定净值转换,429,2.31,3.96,-0.28,2026-06-22,2026-06-30,-1.167,8.256,-0.966,0.61,1039648.62,11,5,6,6,0,100.0,6.26,0,0,0.0,11,5,6,3.63,0.33,2.35
买Q0.05-0.80_卖Q0.75-0.90_4买2卖_基50000_增10000,广发约定净值转换,429,2.31,3.96,-0.29,2026-07-06,2026-07-10,-1.118,8.049,-0.747,0.64,1039616.9,12,5,7,8,0,100.0,5.79,0,0,0.0,12,5,7,3.63,0.33,2.35
买Q0.05-0.80_卖Q0.75-0.95_4买2卖_基50000_增10000,广发约定净值转换,429,2.3,3.94,-0.29,2026-07-06,2026-07-10,-1.133,8.019,-0.76,0.64,1039464.17,10,4,6,7,0,100.0,6.66,0,0,0.0,10,4,6,3.63,0.31,2.35
买Q0.05-0.80_卖Q0.75-0.95_4买3卖_基50000_增10000,广发约定净值转换,429,2.3,3.94,-0.29,2026-07-06,2026-07-10,-1.133,8.019,-0.76,0.64,1039464.17,10,4,6,7,0,100.0,6.66,0,0,0.0,10,4,6,3.63,0.31,2.35
买Q0.15-0.80_卖Q0.75-0.90_5买3卖_基50000_增10000,广发约定净值转换,429,2.28,3.91,-0.55,2026-06-22,2026-06-30,-1.023,4.137,-0.712,0.72,1039175.13,15,6,9,10,0,100.0,4.53,0,0,0.0,15,6,9,3.63,0.28,2.35
买Q0.15-0.80_卖Q0.75-0.90_5买2卖_基50000_增10000,广发约定净值转换,429,2.28,3.91,-0.55,2026-06-22,2026-06-30,-1.023,4.137,-0.712,0.72,1039175.13,15,6,9,10,0,100.0,4.53,0,0,0.0,15,6,9,3.63,0.28,2.35
买Q0.15-0.80_卖Q0.75-0.95_5买2卖_基50000_增10000,广发约定净值转换,429,2.27,3.9,-0.55,2026-06-22,2026-06-30,-1.036,4.121,-0.716,0.72,1039022.4,13,5,8,9,0,100.0,5.06,0,0,0.0,13,5,8,3.63,0.27,2.35
买Q0.15-0.80_卖Q0.75-0.95_5买3卖_基50000_增10000,广发约定净值转换,429,2.27,3.9,-0.55,2026-06-22,2026-06-30,-1.036,4.121,-0.716,0.72,1039022.4,13,5,8,9,0,100.0,5.06,0,0,0.0,13,5,8,3.63,0.27,2.35
买Q0.05-0.80_卖Q0.75-0.90_5买3卖_基30000_增20000,广发约定净值转换,429,2.24,3.84,-0.36,2026-06-22,2026-06-30,-1.227,6.255,-0.916,0.63,1038484.84,13,6,7,7,0,100.0,4.88,0,0,0.0,13,6,7,3.63,0.21,2.35
买Q0.05-0.80_卖Q0.75-0.90_5买2卖_基30000_增20000,广发约定净值转换,429,2.24,3.84,-0.36,2026-06-22,2026-06-30,-1.227,6.255,-0.916,0.63,1038484.84,13,6,7,7,0,100.0,4.88,0,0,0.0,13,6,7,3.63,0.21,2.35
买Q0.05-0.80_卖Q0.75-0.95_5买2卖_基30000_增20000,广发约定净值转换,429,2.24,3.84,-0.36,2026-06-22,2026-06-30,-1.233,6.244,-0.917,0.63,1038418.3,11,5,6,6,0,100.0,5.73,0,0,0.0,11,5,6,3.63,0.21,2.35
买Q0.05-0.80_卖Q0.75-0.95_5买3卖_基30000_增20000,广发约定净值转换,429,2.24,3.84,-0.36,2026-06-22,2026-06-30,-1.233,6.244,-0.917,0.63,1038418.3,11,5,6,6,0,100.0,5.73,0,0,0.0,11,5,6,3.63,0.21,2.35
买Q0.05-0.80_卖Q0.75-0.90_4买2卖_基30000_增20000,广发约定净值转换,429,2.2,3.78,-0.26,2026-07-06,2026-07-10,-1.402,8.377,-0.928,0.58,1037846.2,11,5,6,6,0,100.0,5.63,0,0,0.0,11,5,6,3.63,0.15,2.35
买Q0.05-0.80_卖Q0.75-0.90_4买3卖_基30000_增20000,广发约定净值转换,429,2.2,3.78,-0.26,2026-07-06,2026-07-10,-1.402,8.377,-0.928,0.58,1037846.2,11,5,6,6,0,100.0,5.63,0,0,0.0,11,5,6,3.63,0.15,2.35
买Q0.05-0.80_卖Q0.75-0.95_4买3卖_基30000_增20000,广发约定净值转换,429,2.2,3.77,-0.26,2026-07-06,2026-07-10,-1.409,8.362,-0.938,0.58,1037779.66,9,4,5,5,0,100.0,6.81,0,0,0.0,9,4,5,3.63,0.14,2.35
买Q0.05-0.80_卖Q0.75-0.95_4买2卖_基30000_增20000,广发约定净值转换,429,2.2,3.77,-0.26,2026-07-06,2026-07-10,-1.409,8.362,-0.938,0.58,1037779.66,9,4,5,5,0,100.0,6.81,0,0,0.0,9,4,5,3.63,0.14,2.35
买Q0.15-0.70_卖Q0.85-0.95_3买2卖_基30000_增20000,广发约定净值转换,429,2.17,3.73,-0.25,2026-06-16,2026-06-30,-1.828,8.64,-1.523,0.46,1037328.53,28,14,14,15,0,100.0,3.02,0,0,0.0,28,14,14,3.63,0.1,2.35
买Q0.05-0.70_卖Q0.85-0.95_3买2卖_基30000_增20000,广发约定净值转换,429,2.17,3.73,-0.25,2026-06-16,2026-06-30,-1.828,8.64,-1.523,0.46,1037328.53,28,14,14,15,0,100.0,3.02,0,0,0.0,28,14,14,3.63,0.1,2.35
买Q0.05-0.70_卖Q0.85-0.95_3买3卖_基30000_增20000,广发约定净值转换,429,2.17,3.73,-0.25,2026-06-16,2026-06-30,-1.828,8.64,-1.523,0.46,1037328.53,28,14,14,15,0,100.0,3.02,0,0,0.0,28,14,14,3.63,0.1,2.35
买Q0.15-0.70_卖Q0.85-0.95_3买3卖_基30000_增20000,广发约定净值转换,429,2.17,3.73,-0.25,2026-06-16,2026-06-30,-1.828,8.64,-1.523,0.46,1037328.53,28,14,14,15,0,100.0,3.02,0,0,0.0,28,14,14,3.63,0.1,2.35
买Q0.15-0.80_卖Q0.75-0.90_5买2卖_基30000_增20000,广发约定净值转换,429,2.16,3.71,-0.49,2026-06-22,2026-06-30,-1.306,4.417,-0.889,0.65,1037133.04,13,6,7,7,0,100.0,4.32,0,0,0.0,13,6,7,3.63,0.08,2.35
买Q0.15-0.80_卖Q0.75-0.90_5买3卖_基30000_增20000,广发约定净值转换,429,2.16,3.71,-0.49,2026-06-22,2026-06-30,-1.306,4.417,-0.889,0.65,1037133.04,13,6,7,7,0,100.0,4.32,0,0,0.0,13,6,7,3.63,0.08,2.35
买Q0.05-0.80_卖Q0.85-0.95_3买3卖_基30000_增20000,广发约定净值转换,429,2.16,3.7,-0.25,2026-06-16,2026-06-30,-1.855,8.585,-1.565,0.46,1037100.01,28,14,14,15,0,100.0,2.97,0,0,0.0,28,14,14,3.63,0.07,2.35
买Q0.15-0.80_卖Q0.75-0.95_5买3卖_基30000_增20000,广发约定净值转换,429,2.16,3.7,-0.49,2026-06-22,2026-06-30,-1.312,4.409,-0.889,0.65,1037066.51,11,5,6,6,0,100.0,5.07,0,0,0.0,11,5,6,3.63,0.07,2.35
买Q0.15-0.80_卖Q0.75-0.95_5买2卖_基30000_增20000,广发约定净值转换,429,2.16,3.7,-0.49,2026-06-22,2026-06-30,-1.312,4.409,-0.889,0.65,1037066.51,11,5,6,6,0,100.0,5.07,0,0,0.0,11,5,6,3.63,0.07,2.35
买Q0.05-0.80_卖Q0.85-0.95_3买2卖_基30000_增20000,广发约定净值转换,429,2.16,3.7,-0.25,2026-06-16,2026-06-30,-1.855,8.585,-1.565,0.46,1037100.01,28,14,14,15,0,100.0,2.97,0,0,0.0,28,14,14,3.63,0.07,2.35
买Q0.05-0.70_卖Q0.85-0.90_3买3卖_基30000_增20000,广发约定净值转换,429,2.15,3.69,-0.25,2026-06-16,2026-06-30,-1.878,8.553,-1.562,0.46,1036951.87,28,14,14,15,0,100.0,2.94,0,0,0.0,28,14,14,3.63,0.06,2.35
买Q0.15-0.70_卖Q0.85-0.90_3买2卖_基30000_增20000,广发约定净值转换,429,2.15,3.69,-0.25,2026-06-16,2026-06-30,-1.878,8.553,-1.562,0.46,1036951.87,28,14,14,15,0,100.0,2.94,0,0,0.0,28,14,14,3.63,0.06,2.35
买Q0.15-0.70_卖Q0.85-0.90_3买3卖_基30000_增20000,广发约定净值转换,429,2.15,3.69,-0.25,2026-06-16,2026-06-30,-1.878,8.553,-1.562,0.46,1036951.87,28,14,14,15,0,100.0,2.94,0,0,0.0,28,14,14,3.63,0.06,2.35
买Q0.05-0.70_卖Q0.85-0.90_3买2卖_基30000_增20000,广发约定净值转换,429,2.15,3.69,-0.25,2026-06-16,2026-06-30,-1.878,8.553,-1.562,0.46,1036951.87,28,14,14,15,0,100.0,2.94,0,0,0.0,28,14,14,3.63,0.06,2.35
买Q0.05-0.80_卖Q0.85-0.90_3买3卖_基30000_增20000,广发约定净值转换,429,2.14,3.67,-0.25,2026-06-16,2026-06-30,-1.904,8.498,-1.604,0.46,1036723.36,28,14,14,15,0,100.0,2.89,0,0,0.0,28,14,14,3.63,0.04,2.35
