date,cash,position_value,total_value,positions,return,equity,drawdown
2021-09-13,12969.348867896246,1260653.0,1273622.3488678962,"{'510300': {'shares': 271400.0, 'price': 4.645, 'value': 1260653.0, 'profit_pct': -0.09990009990008106}}",-0.008321781557543817,1.2736223488678962,-9.489252786239744
2021-09-14,12969.348867896246,1242740.5999999999,1255709.948867896,"{'510300': {'shares': 271400.0, 'price': 4.579, 'value': 1242740.5999999999, 'profit_pct': -1.5193633062308838}}",-0.014064137627548878,1.255709948867896,-10.762208391826356
2021-09-15,12736.767605086556,1225399.0999999999,1238135.8676050864,"{'518880': {'shares': 334900.0, 'price': 3.659, 'value': 1225399.0999999999, 'profit_pct': -0.0999000999000839}}",-0.013995334892945466,1.2381358676050864,-12.011121170489625
2021-09-16,12263.010029626777,1212335.4,1224598.4100296267,"{'513100': {'shares': 1187400.0, 'price': 1.021, 'value': 1212335.4, 'profit_pct': -0.09990009990009391}}",-0.010933741546188425,1.2245984100296268,-12.973168830550375
2021-09-17,12263.010029626777,1219459.7999999998,1231722.8100296266,"{'513100': {'shares': 1187400.0, 'price': 1.027, 'value': 1219459.7999999998, 'profit_pct': 0.48717198570284437}}",0.0058177439572435485,1.2317228100296267,-12.466869009396264
2021-09-22,15500.516956436913,1183452.0999999999,1198952.6169564368,"{'511260': {'shares': 10700.0, 'price': 110.603, 'value': 1183452.0999999999, 'profit_pct': -0.09990009990008489}}",-0.026605168635629672,1.1989526169564368,-14.79570272060593
2021-09-23,15500.516956436913,1183473.5,1198974.016956437,"{'511260': {'shares': 10700.0, 'price': 110.605, 'value': 1183473.5, 'profit_pct': -0.09809363714770789}}",1.7848912206686052e-05,1.198974016956437,-14.794181916584147
2021-09-24,1197168.704118237,0.0,1197168.704118237,{},-0.0015057147299845086,1.1971687041182368,-14.92247757195273
2021-09-27,12372.51426095725,1183257.5999999999,1195630.114260957,"{'510300': {'shares': 260400.0, 'price': 4.544, 'value': 1183257.5999999999, 'profit_pct': -0.09990009990008268}}",-0.0012851905098981709,1.195630114260957,-15.031818396382901
2021-09-28,12372.51426095725,1180914.0,1193286.5142609573,"{'510300': {'shares': 260400.0, 'price': 4.535, 'value': 1180914.0, 'profit_pct': -0.2977656146669939}}",-0.001960137982513488,1.1932865142609572,-15.19836775644926
2021-09-29,18309.448162947316,1163347.5,1181656.9481629473,"{'511260': {'shares': 10500.0, 'price': 110.795, 'value': 1163347.5, 'profit_pct': -0.09990009990009628}}",-0.00974582881732522,1.1816569481629473,-16.024829947724662
2021-09-30,12000.124688857235,1166648.8,1178648.9246888573,"{'159915': {'shares': 370600.0, 'price': 3.148, 'value': 1166648.8, 'profit_pct': -0.09990009990008356}}",-0.0025455979239714654,1.1786489246888572,-16.238596966274887
2021-10-08,12000.124688857235,1162942.8,1174942.9246888573,"{'159915': {'shares': 370600.0, 'price': 3.138, 'value': 1162942.8, 'profit_pct': -0.41724476286101814}}",-0.0031442780987377406,1.1749429246888572,-16.501966111353372
2021-10-11,11732.46934245713,1144665.6,1156398.0693424572,"{'510300': {'shares': 249600.0, 'price': 4.586, 'value': 1144665.6, 'profit_pct': -0.0999000999000946}}",-0.01578362229919472,1.1563980693424571,-17.81986754097713
2021-10-12,11483.582509457367,1128996.4,1140479.9825094573,"{'513050': {'shares': 756700.0, 'price': 1.492, 'value': 1128996.4, 'profit_pct': -0.09990009990010318}}",-0.013765231242604203,1.1404799825094574,-18.951096067823425
2021-10-13,11569.217706377618,1141074.0,1152643.2177063776,"{'510300': {'shares': 248600.0, 'price': 4.59, 'value': 1141074.0, 'profit_pct': -0.09990009990008746}}",0.0106650141900404,1.1526432177063777,-18.086708357299543
2021-10-14,11462.168057957664,1131523.2,1142985.3680579576,"{'159915': {'shares': 363600.0, 'price': 3.112, 'value': 1131523.2, 'profit_pct': -0.0999000999000929}}",-0.008378871709875613,1.1429853680579576,-18.773049319307354
2021-10-15,11462.168057957664,1154793.6,1166255.7680579578,"{'159915': {'shares': 363600.0, 'price': 3.176, 'value': 1154793.6, 'profit_pct': 1.9546006692536346}}",0.020359315744818973,1.1662557680579577,-17.11932418341029
2021-10-18,11462.168057957664,1153339.2,1164801.3680579576,"{'159915': {'shares': 363600.0, 'price': 3.172, 'value': 1153339.2, 'profit_pct': 1.8261943711815265}}",-0.0012470677872161717,1.1648013680579576,-17.222682004403865
2021-10-19,11462.168057957664,1160247.5999999999,1171709.7680579575,"{'159915': {'shares': 363600.0, 'price': 3.191, 'value': 1160247.5999999999, 'profit_pct': 2.436124287024029}}",0.005930968308801132,1.1717097680579576,-16.731732354684436
2021-10-20,11737.464042557636,1154784.0,1166521.4640425576,"{'513050': {'shares': 736000.0, 'price': 1.569, 'value': 1154784.0, 'profit_pct': -0.09990009990009555}}",-0.004427977095385338,1.1665214640425576,-17.100442336590305
2021-10-21,11737.464042557636,1145216.0,1156953.4640425576,"{'513050': {'shares': 736000.0, 'price': 1.556, 'value': 1145216.0, 'profit_pct': -0.9276255930175519}}",-0.008202163693449949,1.1569534640425576,-17.7803980786602
2021-10-22,11737.464042557636,1157728.0,1169465.4640425576,"{'513050': {'shares': 736000.0, 'price': 1.573, 'value': 1157728.0, 'profit_pct': 0.1547846672129701}}",0.010814609566301314,1.1694654640425577,-16.89122518518419
2021-10-25,11737.464042557636,1156256.0,1167993.4640425576,"{'513050': {'shares': 736000.0, 'price': 1.571, 'value': 1156256.0, 'profit_pct': 0.02744228365643727}}",-0.0012586947158846895,1.1679934640425575,-16.995833760887248
2021-10-26,11737.464042557636,1132704.0,1144441.4640425576,"{'513050': {'shares': 736000.0, 'price': 1.539, 'value': 1132704.0, 'profit_pct': -2.0100358532480875}}",-0.020164496399221132,1.1444414640425575,-18.669570972136196
2021-10-27,11737.464042557636,1101056.0,1112793.4640425576,"{'513050': {'shares': 736000.0, 'price': 1.496, 'value': 1101056.0, 'profit_pct': -4.747897099713536}}",-0.027653664249640553,1.1127934640425576,-20.91865534975196
2021-10-28,11737.464042557636,1100320.0,1112057.4640425576,"{'513050': {'shares': 736000.0, 'price': 1.495, 'value': 1100320.0, 'profit_pct': -4.811568291491795}}",-0.0006613985647671017,1.1120574640425576,-20.970959637603492
2021-10-29,11737.464042557636,1091488.0,1103225.4640425576,"{'513050': {'shares': 736000.0, 'price': 1.483, 'value': 1091488.0, 'profit_pct': -5.575622592830993}}",-0.007942035628171418,1.1032254640425576,-21.59861109182184
2021-11-01,10861.921416157624,1071176.0,1082037.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.042, 'value': 1071176.0, 'profit_pct': -0.09990009990009868}}",-0.01920508845831237,1.0820379214161577,-23.104316701057957
2021-11-02,10861.921416157624,1073232.0,1084093.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.044, 'value': 1073232.0, 'profit_pct': 0.09184673292159035}}",0.001900118248452154,1.0840939214161576,-22.958205809994446
2021-11-03,10861.921416157624,1078372.0,1089233.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.049, 'value': 1078372.0, 'profit_pct': 0.5712138149758023}}",0.004741286615910223,1.0892339214161577,-22.59292858233567
2021-11-04,10861.921416157624,1092764.0,1103625.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.063, 'value': 1092764.0, 'profit_pct': 1.9134416447276255}}",0.013212956112575336,1.1036259214161577,-21.57015234489108
2021-11-05,10861.921416157624,1106128.0,1116989.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.076, 'value': 1106128.0, 'profit_pct': 3.159796058068615}}",0.012109175528290939,1.1169899214161576,-20.620431552978257
2021-11-08,10861.921416157624,1102016.0,1112877.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.072, 'value': 1102016.0, 'profit_pct': 2.7763023924252366}}",-0.0036813223836313913,1.1128779214161577,-20.91265333510528
2021-11-09,10861.921416157624,1104072.0,1114933.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.074, 'value': 1104072.0, 'profit_pct': 2.968049225246926}}",0.0018474622961193177,1.1149339214161575,-20.766542444041768
2021-11-10,10861.921416157624,1092764.0,1103625.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.063, 'value': 1092764.0, 'profit_pct': 1.9134416447276255}}",-0.010142305102383897,1.1036259214161577,-21.57015234489108
2021-11-11,10861.921416157624,1083512.0,1094373.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.054, 'value': 1083512.0, 'profit_pct': 1.0505808970300357}}",-0.008383275365739795,1.0943739214161576,-22.22765135467688
2021-11-12,10861.921416157624,1083512.0,1094373.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.054, 'value': 1083512.0, 'profit_pct': 1.0505808970300357}}",0.0,1.0943739214161576,-22.22765135467688
2021-11-15,10861.921416157624,1096876.0,1107737.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.067, 'value': 1096876.0, 'profit_pct': 2.2969353103710035}}",0.012211548300334663,1.1077379214161576,-21.27793056276406
2021-11-16,10861.921416157624,1090708.0,1101569.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.061, 'value': 1090708.0, 'profit_pct': 1.7216948119059365}}",-0.005568104044063715,1.1015699214161576,-21.716263235954592
2021-11-17,10861.921416157624,1098932.0,1109793.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.069, 'value': 1098932.0, 'profit_pct': 2.4886821431926927}}",0.007465708567484741,1.1097939214161576,-21.131819671700548
2021-11-18,10861.921416157624,1102016.0,1112877.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.072, 'value': 1102016.0, 'profit_pct': 2.7763023924252366}}",0.002778894297839285,1.1128779214161577,-20.91265333510528
2021-11-19,10861.921416157624,1117436.0,1128297.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.087, 'value': 1117436.0, 'profit_pct': 4.2144036385878945}}",0.013855967220894883,1.1282979214161577,-19.816821652128947
2021-11-22,10861.921416157624,1120520.0,1131381.9214161576,"{'513100': {'shares': 1028000.0, 'price': 1.09, 'value': 1120520.0, 'profit_pct': 4.502023887820438}}",0.002733320642946069,1.1313819214161576,-19.59765531553368
2021-11-23,11178.812169557903,1098838.0,1110016.812169558,"{'159915': {'shares': 325100.0, 'price': 3.38, 'value': 1098838.0, 'profit_pct': -0.09990009990008498}}",-0.01888408223799165,1.110016812169558,-21.115979804682482
2021-11-24,11178.812169557903,1092986.2,1104165.0121695579,"{'159915': {'shares': 325100.0, 'price': 3.362, 'value': 1092986.2, 'profit_pct': -0.631912466231972}}",-0.00527181204450633,1.1041650121695579,-21.531841532467244
2021-11-25,11108.5822214582,1092163.8,1103272.3822214582,"{'513100': {'shares': 1012200.0, 'price': 1.079, 'value': 1092163.8, 'profit_pct': -0.09990009990008418}}",-0.0008084207869851756,1.1032723822214583,-21.59527682288884
2021-11-26,11169.234001738485,1078162.0,1089331.2340017385,"{'159915': {'shares': 320500.0, 'price': 3.364, 'value': 1078162.0, 'profit_pct': -0.09990009990008444}}",-0.012636179826824856,1.0893312340017385,-22.586013004227247
2021-11-29,11169.234001738485,1086174.5,1097343.7340017385,"{'159915': {'shares': 320500.0, 'price': 3.389, 'value': 1086174.5, 'profit_pct': 0.6425203809270527}}",0.007355430331842605,1.0973437340017385,-22.01659981616966
2021-11-30,11169.234001738485,1085213.0,1096382.2340017385,"{'159915': {'shares': 320500.0, 'price': 3.386, 'value': 1085213.0, 'profit_pct': 0.5534299232278056}}",-0.00087620676202671,1.0963822340017384,-22.084929398736573
2021-12-01,11169.234001738485,1078482.5,1089651.7340017385,"{'159915': {'shares': 320500.0, 'price': 3.365, 'value': 1078482.5, 'profit_pct': -0.07020328066698893}}",-0.006138826215227877,1.0896517340017384,-22.56323647670494
2021-12-02,11169.234001738485,1075277.5,1086446.7340017385,"{'159915': {'shares': 320500.0, 'price': 3.355, 'value': 1075277.5, 'profit_pct': -0.3671714729978517}}",-0.002941306749661754,1.0864467340017385,-22.791001751927976
2021-12-03,11169.234001738485,1080085.0,1091254.2340017385,"{'159915': {'shares': 320500.0, 'price': 3.37, 'value': 1080085.0, 'profit_pct': 0.07828081549843585}}",0.004424975334310632,1.0912542340017384,-22.449353839093423
2021-12-06,11038.738885038532,1053116.0,1064154.7388850385,"{'510300': {'shares': 231200.0, 'price': 4.555, 'value': 1053116.0, 'profit_pct': -0.09990009990009695}}",-0.02483334705362228,1.0641547388850385,-24.375195949439878
2021-12-07,11038.738885038532,1059589.6,1070628.3388850386,"{'510300': {'shares': 231200.0, 'price': 4.583, 'value': 1059589.6, 'profit_pct': 0.514194915951241}}",0.0060833258204373575,1.0706283388850386,-23.9151456262936
2021-12-08,11038.738885038532,1076236.0,1087274.7388850385,"{'510300': {'shares': 231200.0, 'price': 4.655, 'value': 1076236.0, 'profit_pct': 2.093296385283228}}",0.015548252736645951,1.0872747388850386,-22.73215908106031
2021-12-09,11038.738885038532,1095656.8,1106695.5388850386,"{'510300': {'shares': 231200.0, 'price': 4.739, 'value': 1095656.8, 'profit_pct': 3.9355814328372025}}",0.017861906752211887,1.1066955388850386,-21.35200811162147
2021-12-10,11038.738885038532,1092188.8,1103227.5388850386,"{'510300': {'shares': 231200.0, 'price': 4.724, 'value': 1092188.8, 'profit_pct': 3.6066019600597126}}",-0.0031336531847719895,1.1032275388850386,-21.598463641878407
2021-12-13,11038.738885038532,1095194.4,1106233.1388850384,"{'510300': {'shares': 231200.0, 'price': 4.737, 'value': 1095194.4, 'profit_pct': 3.8917175031335414}}",0.002724369990833919,1.1062331388850384,-21.38486884898907
2021-12-14,11038.738885038532,1088027.2000000002,1099065.9388850387,"{'510300': {'shares': 231200.0, 'price': 4.706, 'value': 1088027.2000000002, 'profit_pct': 3.211826592726721}}",-0.006478923608475018,1.0990659388850388,-21.89421027818672
2021-12-15,11038.738885038532,1077392.0,1088430.7388850385,"{'510300': {'shares': 231200.0, 'price': 4.66, 'value': 1077392.0, 'profit_pct': 2.202956209542391}}",-0.009676580470494023,1.0884307388850385,-22.650007237641333
2021-12-16,11038.738885038532,1083634.4000000001,1094673.1388850387,"{'510300': {'shares': 231200.0, 'price': 4.687, 'value': 1083634.4000000001, 'profit_pct': 2.7951192605418886}}",0.005735229424331356,1.0946731388850386,-22.20638728317884
2021-12-17,11038.738885038532,1066756.8,1077795.5388850386,"{'510300': {'shares': 231200.0, 'price': 4.614, 'value': 1066756.8, 'profit_pct': 1.1940858263580612}}",-0.015417935638021185,1.0777955388850387,-23.405804197095936
2021-12-20,21519.60902269848,1036224.6,1057744.2090226985,"{'511260': {'shares': 9300.0, 'price': 111.422, 'value': 1036224.6, 'profit_pct': -0.09990009990009127}}",-0.018604020093720974,1.0577442090226985,-24.830764154875563
2021-12-21,21519.60902269848,1036215.3,1057734.9090226986,"{'511260': {'shares': 9300.0, 'price': 111.421, 'value': 1036215.3, 'profit_pct': -0.1007966921341129}}",-8.792295831505648e-06,1.0577349090226986,-24.83142506503454
2021-12-22,21519.60902269848,1037294.1000000001,1058813.7090226985,"{'511260': {'shares': 9300.0, 'price': 111.537, 'value': 1037294.1000000001, 'profit_pct': 0.0032080070133764325}}",0.0010199152838743508,1.0588137090226986,-24.754759486591304
2021-12-23,10950.3327456587,1047187.6,1058137.9327456588,"{'510300': {'shares': 227600.0, 'price': 4.601, 'value': 1047187.6, 'profit_pct': -0.09990009990008232}}",-0.0006382390700847562,1.0581379327456588,-24.80278393892489
2021-12-24,10796.073181108688,1039401.3,1050197.3731811089,"{'518880': {'shares': 286100.0, 'price': 3.633, 'value': 1039401.3, 'profit_pct': -0.09990009990009371}}",-0.007504276445269964,1.050197373181109,-25.367084636161895
2021-12-27,10796.073181108688,1038543.0,1049339.0731811086,"{'518880': {'shares': 286100.0, 'price': 3.63, 'value': 1038543.0, 'profit_pct': -0.18239398916524954}}",-0.0008172749446139216,1.0493390731811085,-25.42808024793225
2021-12-28,10962.869782768772,1039103.9999999999,1050066.8697827687,"{'510300': {'shares': 225500.0, 'price': 4.608, 'value': 1039103.9999999999, 'profit_pct': -0.0999000999000843}}",0.0006935761950175312,1.0500668697827686,-25.37635893957547
2021-12-29,10402.7114626189,1021896.0000000001,1032298.711462619,"{'513100': {'shares': 946200.0, 'price': 1.08, 'value': 1021896.0000000001, 'profit_pct': -0.0999000999000971}}",-0.016920977921935032,1.032298711462619,-26.639063922413307
2021-12-30,10402.7114626189,1016218.8,1026621.511462619,"{'513100': {'shares': 946200.0, 'price': 1.074, 'value': 1016218.8, 'profit_pct': -0.6549006549006525}}",-0.00549957094488307,1.026621511462619,-27.04251759495504
2021-12-31,10402.7114626189,1015272.6,1025675.3114626189,"{'513100': {'shares': 946200.0, 'price': 1.073, 'value': 1015272.6, 'profit_pct': -0.7474007474007555}}",-0.000921663913560522,1.025675311462619,-27.10975987371199
2022-01-04,10402.7114626189,1022842.2,1033244.9114626189,"{'513100': {'shares': 946200.0, 'price': 1.081, 'value': 1022842.2, 'profit_pct': -0.007400007400014801}}",0.007380113292583479,1.0332449114626188,-26.571821643656367
2022-01-05,10201.3661428591,999624.9999999999,1009826.366142859,"{'518880': {'shares': 275000.0, 'price': 3.635, 'value': 999624.9999999999, 'profit_pct': -0.0999000999000892}}",-0.02266504781195544,1.009826366142859,-28.23607481684769
2022-01-06,10201.3661428591,993850.0,1004051.3661428591,"{'518880': {'shares': 275000.0, 'price': 3.614, 'value': 993850.0, 'profit_pct': -0.6770396041372526}}",-0.0057188049288692255,1.0040513661428592,-28.6464787059001
2022-01-07,20440.718280159403,975008.9999999999,995449.7182801593,"{'511260': {'shares': 8700.0, 'price': 112.07, 'value': 975008.9999999999, 'profit_pct': -0.09990009990008973}}",-0.0085669400518259,0.9954497182801593,-29.25776004531334
2022-01-10,20440.718280159403,976018.2000000001,996458.9182801595,"{'511260': {'shares': 8700.0, 'price': 112.186, 'value': 976018.2000000001, 'profit_pct': 0.0035032336272858068}}",0.001013813135377406,0.9964589182801594,-29.186040633221253
2022-01-11,10270.133143109619,983459.0,993729.1331431096,"{'518880': {'shares': 271000.0, 'price': 3.629, 'value': 983459.0, 'profit_pct': -0.09990009990009055}}",-0.0027394858804228317,0.9937291331431096,-29.38003447504338
2022-01-12,10270.133143109619,988066.0,998336.1331431096,"{'518880': {'shares': 271000.0, 'price': 3.646, 'value': 988066.0, 'profit_pct': 0.36808052790417756}}",0.004636072191451568,0.9983361331431096,-29.052635216711863
2022-01-13,10270.133143109619,990234.0,1000504.1331431096,"{'518880': {'shares': 271000.0, 'price': 3.654, 'value': 990234.0, 'profit_pct': 0.5883067056944228}}",0.0021716132753548667,1.0005041331431097,-28.89856497749703
2022-01-14,18974.28621149971,977888.7,996862.9862114997,"{'511260': {'shares': 8700.0, 'price': 112.401, 'value': 977888.7, 'profit_pct': -0.09990009990009219}}",-0.003639312233694847,0.9968629862114997,-29.15732529980769
2022-01-17,10018.437210179982,984528.0,994546.43721018,"{'513050': {'shares': 763200.0, 'price': 1.29, 'value': 984528.0, 'profit_pct': -0.09990009990008375}}",-0.0023238389160415984,0.99454643721018,-29.321952264192465
2022-01-18,10018.437210179982,974606.3999999999,984624.8372101799,"{'513050': {'shares': 763200.0, 'price': 1.277, 'value': 974606.3999999999, 'profit_pct': -1.1066452926917978}}",-0.009976004768396107,0.9846248372101799,-30.027036805425812
2022-01-19,16054.387924739975,949300.8,965355.18792474,"{'511260': {'shares': 8400.0, 'price': 113.012, 'value': 949300.8, 'profit_pct': -0.09990009990008529}}",-0.01957054967254146,0.9653551879247401,-31.396446157360135
2022-01-20,9716.76007455017,952059.2999999999,961776.0600745501,"{'513050': {'shares': 722900.0, 'price': 1.317, 'value': 952059.2999999999, 'profit_pct': -0.09990009990008403}}",-0.0037075761284135478,0.9617760600745501,-31.65079905591144
2022-01-21,9716.76007455017,950613.5,960330.2600745502,"{'513050': {'shares': 722900.0, 'price': 1.315, 'value': 950613.5, 'profit_pct': -0.25160867985467783}}",-0.0015032605405960187,0.9603302600745501,-31.75354571267195
2022-01-24,9716.76007455017,930372.2999999999,940089.0600745501,"{'513050': {'shares': 722900.0, 'price': 1.287, 'value': 930372.2999999999, 'profit_pct': -2.375528799218991}}",-0.02107733229027764,0.9400890600745501,-33.19199890731921
2022-01-25,15413.506825830322,896310.2999999999,911723.8068258303,"{'511260': {'shares': 7900.0, 'price': 113.457, 'value': 896310.2999999999, 'profit_pct': -0.0999000999000846}}",-0.030172942600215413,0.9117238068258302,-35.207792889523795
2022-01-26,9210.317222310463,896088.6,905298.9172223104,"{'518880': {'shares': 243900.0, 'price': 3.674, 'value': 896088.6, 'profit_pct': -0.09990009990009266}}",-0.007046969219645649,0.9052989172223105,-35.66438157870423
2022-01-27,17410.9273344205,869029.7000000001,886440.6273344206,"{'511260': {'shares': 7700.0, 'price': 112.861, 'value': 869029.7000000001, 'profit_pct': -0.0999000999000831}}",-0.020831008995075284,0.8864406273344205,-37.00455742474198
2022-01-28,17410.9273344205,869376.2000000001,886787.1273344206,"{'511260': {'shares': 7700.0, 'price': 112.906, 'value': 869376.2000000001, 'profit_pct': -0.060067877117149525}}",0.0003908891236652501,0.8867871273344206,-36.97993319139883
2022-02-07,17410.9273344205,869360.7999999999,886771.7273344204,"{'511260': {'shares': 7700.0, 'price': 112.904, 'value': 869360.7999999999, 'profit_pct': -0.061838198129732735}}",-1.7366061736190375e-05,0.8867717273344204,-36.98102760176965
2022-02-08,17410.9273344205,870361.8,887772.7273344205,"{'511260': {'shares': 7700.0, 'price': 113.034, 'value': 870361.8, 'profit_pct': 0.05323266768763513}}",0.0011288136158884576,0.8877727273344206,-36.90989092766722
2022-02-09,8921.180488840677,876626.6,885547.7804888407,"{'513050': {'shares': 685400.0, 'price': 1.279, 'value': 876626.6, 'profit_pct': -0.09990009990008494}}",-0.0025062122062032843,0.8855477804888406,-37.06800812911499
2022-02-10,8921.180488840677,881424.4,890345.5804888407,"{'513050': {'shares': 685400.0, 'price': 1.286, 'value': 881424.4, 'profit_pct': 0.44685572441634286}}",0.005417889475541893,0.8903455804888407,-36.727049552682836
2022-02-11,8921.180488840677,873884.9999999999,882806.1804888406,"{'513050': {'shares': 685400.0, 'price': 1.275, 'value': 873884.9999999999, 'profit_pct': -0.41233199950946725}}",-0.008467947912832563,0.8828061804888405,-37.26284160136195
2022-02-14,8843.90395522071,857337.0,866180.9039552207,"{'518880': {'shares': 231400.0, 'price': 3.705, 'value': 857337.0, 'profit_pct': -0.0999000999000898}}",-0.018832306457589376,0.8661809039552207,-38.44432699460343
2022-02-15,8843.90395522071,865898.8,874742.7039552208,"{'518880': {'shares': 231400.0, 'price': 3.742, 'value': 865898.8, 'profit_pct': 0.8977527196150757}}",0.009884540239694095,0.8747427039552208,-37.83587746780013
2022-02-16,8843.90395522071,854328.8,863172.7039552208,"{'518880': {'shares': 231400.0, 'price': 3.692, 'value': 854328.8, 'profit_pct': -0.4504267662162271}}",-0.01322674650235467,0.8631727039552207,-38.658106558074856
2022-02-17,8843.90395522071,862196.4,871040.3039552207,"{'518880': {'shares': 231400.0, 'price': 3.726, 'value': 862196.4, 'profit_pct': 0.466335284149057}}",0.00911474605713214,0.8710403039552207,-38.09899077668805
2022-02-18,8843.90395522071,870064.0,878907.9039552207,"{'518880': {'shares': 231400.0, 'price': 3.76, 'value': 870064.0, 'profit_pct': 1.3830973345143411}}",0.00903241786203779,0.8789079039552207,-37.53987499530124
2022-02-21,8843.90395522071,868675.6,877519.5039552207,"{'518880': {'shares': 231400.0, 'price': 3.754, 'value': 868675.6, 'profit_pct': 1.22131579621459}}",-0.0015796876939574434,0.8775195039552207,-37.638542486134206
2022-02-22,8843.90395522071,879551.4,888395.3039552207,"{'518880': {'shares': 231400.0, 'price': 3.801, 'value': 879551.4, 'profit_pct': 2.4886045128960235}}",0.012393798600463857,0.8883953039552207,-36.86564714127596
2022-02-23,8843.90395522071,872840.7999999999,881684.7039552206,"{'518880': {'shares': 231400.0, 'price': 3.772, 'value': 872840.7999999999, 'profit_pct': 1.7066604111138552}}",-0.007553619396820199,0.8816847039552207,-37.34254001363531
2022-02-24,8843.90395522071,891584.2000000001,900428.1039552208,"{'518880': {'shares': 231400.0, 'price': 3.853, 'value': 891584.2000000001, 'profit_pct': 3.890711178160585}}",0.021258619907907672,0.9004281039552208,-36.01052888739025
2022-02-25,8843.90395522071,880939.7999999999,889783.7039552206,"{'518880': {'shares': 231400.0, 'price': 3.807, 'value': 880939.7999999999, 'profit_pct': 2.6503860511957744}}",-0.011821487971381162,0.8897837039552207,-36.766979650443
2022-02-28,8843.90395522071,876311.7999999999,885155.7039552206,"{'518880': {'shares': 231400.0, 'price': 3.787, 'value': 876311.7999999999, 'profit_pct': 2.111114256863251}}",-0.005201264059375155,0.8851557039552206,-37.09587128655289
2022-03-01,8843.90395522071,876080.4,884924.3039552207,"{'518880': {'shares': 231400.0, 'price': 3.786, 'value': 876080.4, 'profit_pct': 2.084150667146628}}",-0.00026142293267261696,0.8849243039552207,-37.11231586835838
2022-03-02,8843.90395522071,887881.8,896725.7039552208,"{'518880': {'shares': 231400.0, 'price': 3.837, 'value': 887881.8, 'profit_pct': 3.4592937426945656}}",0.01333605591715914,0.8967257039552208,-36.27364219627815
2022-03-03,8843.90395522071,885567.8,894411.7039552208,"{'518880': {'shares': 231400.0, 'price': 3.827, 'value': 885567.8, 'profit_pct': 3.189657845528298}}",-0.0025804992427378437,0.8944117039552207,-36.438088014333104
2022-03-04,8843.90395522071,888807.4,897651.3039552207,"{'518880': {'shares': 231400.0, 'price': 3.841, 'value': 888807.4, 'profit_pct': 3.5671481015610706}}",0.0036220456258275746,0.8976513039552207,-36.207863869056176
2022-03-07,8843.90395522071,908476.4,917320.3039552207,"{'518880': {'shares': 231400.0, 'price': 3.926, 'value': 908476.4, 'profit_pct': 5.859053227474293}}",0.021911626389149896,0.9173203039552207,-34.810074415589156
2022-03-08,8843.90395522071,929070.9999999999,937914.9039552206,"{'518880': {'shares': 231400.0, 'price': 4.015, 'value': 929070.9999999999, 'profit_pct': 8.25881271225401}}",0.022450827602094714,0.9379149039552206,-33.34650663490015
2022-03-09,8843.90395522071,939715.4,948559.3039552207,"{'518880': {'shares': 231400.0, 'price': 4.061, 'value': 939715.4, 'profit_pct': 9.499137839218818}}",0.011349004003574636,0.9485593039552207,-32.5900558718474
2022-03-10,8843.90395522071,909633.4,918477.3039552207,"{'518880': {'shares': 231400.0, 'price': 3.931, 'value': 909633.4, 'profit_pct': 5.993871176057421}}",-0.03171335716656476,0.9184773039552208,-34.72785150656168
2022-03-11,8843.90395522071,911021.7999999999,919865.7039552206,"{'518880': {'shares': 231400.0, 'price': 3.937, 'value': 911021.7999999999, 'profit_pct': 6.1556527143571715}}",0.0015116323441211055,0.9198657039552206,-34.62918401572872
2022-03-14,8843.90395522071,906393.7999999999,915237.7039552206,"{'518880': {'shares': 231400.0, 'price': 3.917, 'value': 906393.7999999999, 'profit_pct': 5.616380920024648}}",-0.005031169202309171,0.9152377039552206,-34.958075651838605
2022-03-15,8843.90395522071,886724.7999999999,895568.7039552206,"{'518880': {'shares': 231400.0, 'price': 3.832, 'value': 886724.7999999999, 'profit_pct': 3.3244757941114265}}",-0.021490591913991275,0.8955687039552206,-36.35586510530564
2022-03-16,17956.978659850778,867012.3,884969.2786598508,"{'511260': {'shares': 7700.0, 'price': 112.599, 'value': 867012.3, 'profit_pct': -0.09990009990008997}}",-0.01183541279251732,0.8849692786598509,-37.10911971360701
2022-03-17,8876.92209427082,873199.5,882076.4220942708,"{'518880': {'shares': 227100.0, 'price': 3.845, 'value': 873199.5, 'profit_pct': -0.09990009990009092}}",-0.003268877954679672,0.8820764220942708,-37.314702325725605
